URL,Year
https://sponsor.aha.org/system/files/media/file/2020/01/aha-trendwatch-hospital-and-health-system-workforce-strategic-planning2_0.pdf,2020
https://pages.acr.org/rs/598-TRA-244/images/Evaluating%20AI%20Devices%20-%20Segui.pdf,2018
https://pages.acr.org/rs/598-TRA-244/images/Evalutating%20AI%20Devices%20-%20Gallas.pdf,2000
https://pages.acr.org/rs/598-TRA-244/images/Deploying%20AI%20into%20the%20Clinical%20Radiology%20Workflow%20-%20Judy.pdf,2018
https://ailab.acr.org/doc/AI-LAB%20Reference%20Architecture%20Framework.pdf,
https://www.ihi.org/sites/default/files/2024-05/Patient-Safety-AI_Considerations-for-GenAI-Developers.pdf,2024
https://www.ihi.org/sites/default/files/2024-05/Artificial-Intelligence-in-Health-Care-Implications-for-Safety.pdf,2024
https://www.ihi.org/sites/default/files/2024-05/Patient-Safety-AI_Considerations-for-Health-Care-Systems.pdf,2024
https://www.ihi.org/sites/default/files/2024-02/IHIInnovationReport_Machine-Learning-to-Improve-Safety-in-Home-for-Adults.pdf,2022
https://www.ihi.org/sites/default/files/2024-05/Patient-Safety-AI_Considerations-for-Regulators-Policymakers.pdf,2024
https://www.ihi.org/sites/default/files/2024-05/Patient-Safety-AI_Considerations-for-Clinicians.pdf,2024
https://www.ihi.org/sites/default/files/IHIAchievingHospitalWidePatientFlowWhitePaper.pdf,2020
https://www.ihi.org/sites/default/files/resources/tool/Transforming-Health-Care-Through-Innovative-Nurse-Led-Care-Delivery.pdf,2024
https://www.acep.org/siteassets/uploads/uploaded-files/acep/quality/avoidable-imaging-webinars/avoidable-imaging-initiative_nov.pdf,2016
https://www.acep.org/siteassets/sites/acep/media/administration/foem_patient.pdf,2019
https://www.ruralhealth.us/getmedia/74e64bf7-f004-4daa-8a4f-d2c1cd43d1b9/09-16-20-NRHA-RHC-CAH-Conference-agenda.pdf,2020
https://www.ruralhealth.us/getmedia/b5799716-ba7a-4cf4-937d-efb2595d29c9/05-12-23-2023-AC-RHIS-agenda-FINAL.pdf,2023
https://ncvhs.hhs.gov/wp-content/uploads/2024/01/NCVHS-ICD-11-RFI-Responses-final.pdf,2023
https://aspe.hhs.gov/sites/default/files/documents/62d8a7a4d673e659b4c38086f43c7e49/PTAC-TCOC-Escan.pdf,2022
https://www.healthit.gov/sites/default/files/page/2021-09/ONC%20Training%20Data%20for%20ML_Implementation_Guide%20Project%20Overview.pdf,2021
https://www.healthit.gov/sites/default/files/onc_pghd_final_white_paper.pdf,2024
https://www.healthit.gov/sites/default/files/page/2021-01/GDHP-Benefits%20Realisation%20Sharing%20Insights.pdf,2020
https://irp.nih.gov/system/files/media/file/2025-05/nih_artificial_intelligence_symposium_2025-05-16_program_booklet_v1.pdf,2025
https://seed.nih.gov/sites/default/files/2024-04/Regulatory-Knowledge-Guide-for-In-Vitro-Diagnostics.pdf,2003
https://www.ncbi.nlm.nih.gov/books/NBK602815/pdf/Bookshelf_NBK602815.pdf,2024
https://www.ncbi.nlm.nih.gov/books/NBK606561/pdf/Bookshelf_NBK606561.pdf,2024
https://www.nist.gov/system/files/documents/2019/06/06/nist-ai-rfi-ama-001.pdf,2019
http://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8433.pdf,2022
https://apcp.assembly.ca.gov/system/files/2025-04/ab-1018-bauer-kahan-apcp-analysis.pdf,2025
https://www.courts.wa.gov/subsite/mjc/docs/2019/AI_Now_2018_Report.pdf,2018
https://www.hca.wa.gov/assets/program/Director-final-topic-selection-2024.pdf,2024
https://www.medrxiv.org/content/10.1101/2025.06.07.25329176v1.full.pdf,2025
https://pdfs.semanticscholar.org/8497/a2a1b8c1ad9726c0bfbff7880408106d61ce.pdf,
https://milkeninstitute.org/sites/default/files/2022-03/Landscapes%20of%20Trust_FINAL.pdf,2022
https://people.cs.vt.edu/~aislingk/papers/jesso_FRONTIERS22.pdf,2022
https://www.hbs.edu/ris/Publication%20Files/DeFreitas%20-%20Nature%20Human%20Behavior%20-%20Psychological%20Barriers%20to%20AI_b802852e-5cfb-4dca-8e68-d45af0b7d818.pdf,2023
https://healthpolicy.duke.edu/sites/default/files/2020-09/Duke%20Greenwall%20White%20Paper%20September%202020.pdf,2019
https://www.stat.cmu.edu/~rfogliat/files/msr_study.pdf,2022
https://digitalcollections.ohsu.edu/record/9957/files/Collins.Benjamin.2022.pdf,2022
https://www.nature.com/articles/s41467-024-50952-3.pdf,2024
https://bmcmedethics.biomedcentral.com/counter/pdf/10.1186/s12910-022-00842-4.pdf,2022
https://www.jneurology.com/articles/enhancing-intracranial-aneurysm-detection-with-artificial-intelligence-in-radiology.pdf,2025
https://nielsvanberkel.com/files/publications/dis2024a.pdf,2024
https://s3.ca-central-1.amazonaws.com/assets.jmir.org/assets/preprints/preprint-67485-submitted.pdf,2024
https://themedicon.com/pdf/medicalsciences/MCMS-07-222.pdf,2024
https://journalofethics.ama-assn.org/sites/journalofethics.ama-assn.org/files/2019-01/joe-1902_0.pdf,2019
https://www.ama-assn.org/system/files/i23-clrpd-reports.pdf,2023
https://www.ama-assn.org/system/files/clrpd-report-generative-ai.pdf,2024
https://www.ama-assn.org/system/files/2019-08/ai-2019-board-report.pdf,2019
https://journalofethics.ama-assn.org/sites/joedb/files/2023-07/joe-2308_0.pdf,2023
https://journalofethics.ama-assn.org/sites/journalofethics.ama-assn.org/files/2023-07/msoc2-peer-2308_0.pdf,2023
https://www.himss.org/sites/hde/files/media/file/2023/08/11/stanford-medicine-himss-davies-2023-machine-learning-enabled-advance-care-planning-final.pdf,2023
https://www.aha.org/system/files/media/file/2020/02/GEHC-Whitepaper_AutomatingRadiologyWorkflows.pdf,2019
https://aspe.hhs.gov/sites/default/files/documents/81a8cb6b6ab60c70528c229dd42ef5f6/PTAC-Specialty-Integration-RTS.pdf,2023
https://aspe.hhs.gov/sites/default/files/documents/d1a5deb42621082b510268d253037d08/PTAC-TCOC-Escan-Suppl.pdf,2022
https://aspe.hhs.gov/sites/default/files/documents/c3430d539a1463924ddb515151759d38/PTAC-Jun-11-LS2-Slides.pdf,2016
https://aspe.hhs.gov/sites/default/files/documents/22d9fef79cf262e288ccbea67622e36a/PTAC-Mar-25-SME-Slides.pdf,
https://www.healthit.gov/sites/default/files/topiclanding/2025-01/5.%20Organizational%20Responsibilities%20Final.pdf,2024
https://www.healthit.gov/sites/default/files/topiclanding/2025-01/4.%20High%20Priorities%20Final.pdf,2024
https://ecqi.healthit.gov/sites/default/files/dQMStrategicRoadmapExecSummarySlides_032022.pdf,2020
https://www.healthit.gov/sites/default/files/facas/2022-03-10-Irene_Dankwa-Mullan_Presentation_508.pdf,2022
https://repository.niddk.nih.gov/pdf/NIDDKCR_FAIR%20and%20AI-Ready%20Data%20Sharing%20Webinar_20250529.pdf,2025
https://www.ncbi.nlm.nih.gov/books/NBK595228/pdf/Bookshelf_NBK595228.pdf,2022
https://oir.nih.gov/system/files/media/file/2025-01/guidelines-conduct_research.pdf,2023
https://irp.nih.gov/system/files/media/file/2025-05/v33i3_nih-catalyst_may-june-2025_20pages_final_lowres.pdf,2025
https://www.imagwiki.nibib.nih.gov/sites/default/files/Standards_ANSI-CTA-2090_0.pdf,2090
https://digirepo.nlm.nih.gov/master/borndig/9918645975406676/9918645975406676.pdf,2021
https://seed.nih.gov/sites/default/files/2023-09/Device-Regulatory-Case-Study-1.pdf,
https://www.ncbi.nlm.nih.gov/books/NBK586301/pdf/Bookshelf_NBK586301.pdf,2023
https://nvlpubs.nist.gov/nistpubs/ir/2023/NIST.IR.8432.ipd.pdf,2023
https://www.cms.gov/files/document/hiig-august-2023-isc-speaker-slides.pdf,2023
https://www.cms.gov/files/document/improving-technology-empower-medicare-beneficiaries-rfi-qa-call-may-20th-2025.pdf,2025
https://www.cms.gov/files/document/hfpp-white-paper-exploring-fraud-waste-abuse-within-telehealth.pdf,
https://mh.alabama.gov/wp-content/uploads/2023/07/10.-DDD-Operational-Guidelines-Manual-April-10-2023.pdf,2023
https://bhsoac.ca.gov/wp-content/uploads/MHSOAC_FSP_Presentation_05232024.pdf,2024
https://www.cdii.ca.gov/wp-content/uploads/2025/02/CalHHS_DxF-Roadmap_Main-Document.pdf,2025
https://cppa.ca.gov/meetings/materials/20240522_transcript.pdf,2024
https://ahca.myflorida.com/fhin/content/download/20473/file/AHCA_2021_Health_IT_Environmental_Scan_February_2022.pdf,2021
https://dbhdd.georgia.gov/sites/dbhdd.georgia.gov/files/related_files/site_page/A%20%20Community%20Transitions%20from%20State%20Hospitals%20Manual%209-19-16.pdf,2016
https://medquest.hawaii.gov/content/dam/formsanddocuments/med-quest/section-1115-demonstration-renewal-for-2024/HI%20Section%201115%20Application%202.1.2024%20-%20Attachment%20I%20-%20Summary%20of%20Public%20Comments%20and%20Questions%20from%20Two%20Public%20Hearings.pdf,2023
https://hfs.illinois.gov/content/dam/soi/en/web/hfs/sitecollectiondocuments/illinoishitsmhpu2021final50.pdf,2022
https://www.in.gov/health/files/Care_Coordination_Measures_Atlas.pdf,2011
https://finance.ky.gov/eProcurement/PassportResponse/C.10%20Utilization%20Management.pdf,2019
https://finance.ky.gov/eProcurement/MolinaResponse/I.C.10%20Utilization%20Management.pdf,2020
https://finance.ky.gov/eProcurement/HumanaResponse/133_I_C_18_Provider%20Network_PROPRIETARY.pdf,
https://finance.ky.gov/eProcurement/HumanaResponse/98_I_C_10_Utilization%20Management_PROPRIETARY.pdf,
https://finance.ky.gov/eProcurement/PassportResponse/A%20Executive%20Summary.pdf,
https://finance.ky.gov/eProcurement/UnitedHealthcareResponse/080.%2021.%20Pharmacy%20Benefits.pdf,2018
https://finance.ky.gov/eProcurement/MolinaResponse/I.C.06%20Management%20Information%20System.pdf,2020
https://mhcc.maryland.gov/mhcc/pages/apc/apc/documents/apc_milbank_2024_scorecard_rpt.pdf,2021
https://hscrc.maryland.gov/Documents/AHEAD/MD%20AHEAD%20Application%20FINAL%20PUBLIC%2003152024.pdf,
https://hscrc.maryland.gov/Documents/Modernization/Regional%20Partnership%20%20Docs/Baltimore%20Metropolitan%20Diabetes%20Regional%20Partnership%20Full%20Proposal.pdf,2020
https://hscrc.maryland.gov/Documents/March%202025%20PUBLIC%20POST-MEETING%20Materials%20-%20finalv2.pdf,2025
https://mhcc.maryland.gov/mhcc/pages/home/meeting_schedule/documents/updates/2024/updt_20240321.pdf,2024
https://www.michigan.gov/mdhhs/-/media/Project/Websites/mdhhs/Inside-MDHHS/Policy-and-Planning/Social-Determinants-of-Health-Strategy/CIE/CIE-TF-Final-Report-FINAL-08092023.pdf,2023
https://www.lbo.ms.gov/misc/strategic/FY25/328-00-plan.pdf,2029
