Category,PDF Link
State,https://dggs.alaska.gov/webpubs/dggs/po/text/po2019_004.pdf
State,https://difi.az.gov/sites/default/files/report-to-congress-2024.pdf
State,https://dcs.az.gov/sites/default/files/DCS-Reports/ADCS_Next%20Event%20Study_June%202023.pdf
State,https://www.sos.arkansas.gov/uploads/rulesRegs/Arkansas%20Register/2008/mar_apr_2008/007.04.07--002.pdf
State,https://www.sos.arkansas.gov/uploads/rulesRegs/Arkansas%20Register/2006/nov_dec_2006/016.24.06-007.pdf
State,https://information.auditor.ca.gov/pdfs/reports/2022-102.pdf
State,https://dhr.delaware.gov/benefits/sebc/documents/sub-comm-2020/0109-cerner-presentation.pdf
State,https://dhss.delaware.gov/wp-content/uploads/sites/10/dph/pdf/2009ruralmentalhealthassessment.pdf
State,https://dhss.delaware.gov/wp-content/uploads/sites/10/dph/pdf/demsocreport2017.pdf
State,https://dvcc.delaware.gov/wp-content/uploads/sites/87/2021/03/2021_DVCC_DV_Manual_for_HCPs_FINAL_03.09.2021.pdf
Professional,https://ahca.myflorida.com/content/download/22410/file/FL_2021-2022_EQR-TR_Report.pdf
Professional,https://ahca.myflorida.com/content/download/24675/file/MED180%20D50%20MMA%20Summative%20Report%20FINAL.pdf
Professional,https://ahca.myflorida.com/content/download/10499/file/SCHIP_MeetingPacket061621.pdf
Professional,"https://ahca.myflorida.com/content/download/24421/file/The%20Joseph%20L.%20Morse%20Health%20Center,%20Inc.%20-%20Redacted.pdf"
State,https://www.mmis.georgia.gov/portal/Portals/0/StaticContent/Public/ALL/NOTICES/New%20Biller-Web%20Portal%20Navigation%202023%20Webinar%20PresentationFINALFINAL%2020230112173143.pdf
State,https://labor.hawaii.gov/hiosh/files/2022/01/Preventing-Needlestick-Injuries-in-Health-Care-Settings.pdf
State,https://health.hawaii.gov/dcab/files/2013/01/2012-DCABtravel-Maui-brochure.pdf
State,https://health.hawaii.gov/dcab/files/2013/01/2012-DCABtravel-Kauai-brochure.pdf
State,https://health.hawaii.gov/dcab/files/2014/11/2014-DCABtravel-Oahu.pdf
State,https://luc.hawaii.gov/wp-content/uploads/2019/08/A19-809-Working-Miki-Basin-C-00137622.pdf
State,https://veterans.idaho.gov/wp-content/uploads/2024/05/2024-MAY-Bulletin.pdf
State,https://aging.idaho.gov/wp-content/uploads/2024/03/ready-gov_caregivers-preparedness-guide.pdf
State,https://adminrules.idaho.gov/rules/current/16/160227.pdf
State,https://idwr.idaho.gov/wp-content/uploads/sites/2/legal/49632-2022/49632-20222-202210-28-IDWR-Appellants-Combined-Reply-Cross-Response-Brief.pdf
State,https://dph.illinois.gov/content/dam/soi/en/web/idph/publications/idph/topics-and-services/provider-partner-resources/healthy-illinois/2028/state-health-improvement-plan_2028.pdf
State,https://hfs.illinois.gov/content/dam/soi/en/web/hfs/sitecollectiondocuments/genetherapyvcommoncare.pdf
State,https://www.in.gov/health/files/HWFC-03.19.25.pdf
State,https://publications.iowa.gov/41480/1/Iowa%20Official%20Register%201987-1988.pdf
State,https://ksbn.kansas.gov/wp-content/uploads/2023/11/Kansas-12_23-WEB.pdf
State,https://ksbn.kansas.gov/wp-content/uploads/Education/Scenario/SimScenario1.pdf
State,https://www.kansas.gov/ethics/CFAScanned/StWide/2014ElecCycle/201401/SW01PD_201401.pdf
State,https://www.kansas.gov/ethics/CFAScanned/CentralComm/2022ElecCycle/202207/CC_JO_D_202207.pdf
State,https://kansas.gov/ethics/CFAScanned/CentralComm/2024ElecCycle/202410/CC_JO_D_202410.pdf
State,https://cpe.ky.gov/aboutus/records/asi_committee/agenda-2024-03-25-asi.pdf
State,http://dhh.louisiana.gov/assets/oph/Center-EH/engineering/Plumbing/Part_XIV_LA_State_Plumbing_Code.pdf
State,https://www.dnr.louisiana.gov/assets/OC/env_div/ep_waste_sec/UNOCAL_1/3_Rodgers_ERA_Sept30.pdf
State,https://www.maine.gov/future/sites/maine.gov.future/files/2025-03/Understanding-AI-and-future-jobs-Maine-usama-20250214.pdf
State,https://www.maine.gov/sos/sites/maine.gov.sos/files/content/assets/811210-2.pdf
State,https://mgaleg.maryland.gov/cmte_testimony/2025/fin/29604_03262025_92242-987.pdf
State,https://mgaleg.maryland.gov/cmte_testimony/2025/hgo/1j4iZpX3Ve6-I1rNwbJGBSgJV2LOs03sD.pdf
State,https://mhec.maryland.gov/institutions_training/documents/acadaff/acadproginstitapprovals/Proposals/PP23449.pdf
State,https://mhec.maryland.gov/institutions_training/documents/acadaff/acadproginstitapprovals/Proposals/PP23147.pdf
State,"https://www.courts.michigan.gov/496a68/siteassets/committees,-boards-special-initiatves/michigan-judicial-council/2024-mscstateofthejudiciary_mjcyearinreview.pdf"
State,https://www.lrl.mn.gov/docs/pre2003/mandated/980393.pdf
State,https://www.mbp.ms.gov/sites/default/files/2024-11/MBP_Minutes_07_11_2024.pdf
State,https://medicaid.ms.gov/wp-content/uploads/2023/01/SDR-User-Guide-Effective-01-01-23.pdf
State,https://www.mbp.ms.gov/sites/default/files/2023-11/MBP_Minutes_09_21_2023.pdf
State,https://ltc.health.mo.gov/wp-content/uploads/sites/18/2024/10/CMS-2786R.pdf
State,https://health.mo.gov/data/pdf/data-landscape-survey-report.pdf
State,https://dmh.mo.gov/sites/dmh/files/media/pdf/2024/01/fyi-fridays-jan-26-2024_0.pdf
State,https://dphhs.mt.gov/assets/BHDD/DDP/MedicalDirector/TheMARhowtofilloutanduse.pdf
State,https://medicaidprovider.mt.gov/docs/feeschedules/2024/ProposedJanuary2025PhysicianServicesFeeSchedule.pdf
State,https://fwp.mt.gov/binaries/content/assets/fwp/conservation/bighorn-sheep/7-bhs_mg-final-report_1_21_2022.pdf
State,https://ccpe.nebraska.gov/sites/default/files/AP_Meeting%20Materials-UNO%20Estab%20BS%20in%20AI-Updated%207-31-24.pdf
State,https://ccpe.nebraska.gov/sites/default/files/AP_UNL%20Data%20Sciences%20BA%20BS%20Proposal.pdf
State,https://das.nebraska.gov/materiel/purchasing/5960/5960%20Z1%20System%20Automation%20Option%20A%20bid%20response.pdf
State,https://govdocs.nebraska.gov/epubs/u0050/b001-2006.pdf
State,https://dhcfp.nv.gov/uploadedFiles/dhcfpnvgov/content/About/HIPAA/Privacy_and_Security_Guide_HIPAA_for_Providers_Page.pdf
State,https://www.nj.gov/health/autism/documents/FY26-clinical-basic-research-rfa.pdf
State,https://hwbdocs.env.nm.gov/Los%20Alamos%20National%20Labs/TA%2021/10830.pdf
State,https://www.wcb.ny.gov/content/main/hcpp/MedFeeSchedules/DME/dme-fee-schedule.pdf
State,https://www.wcb.ny.gov/content/main/hcpp/MedFeeSchedules/4-21-09decisionDMEFeeSch.pdf
State,https://www.supremecourt.ohio.gov/docs/Boards/UPL/UPL2024SeminarMaterials.pdf
State,https://dam.assets.ohio.gov/image/upload/med.ohio.gov/about-the-board/Communications/Meeting%20Agendas/Approved_May_2025_Board_Minutes.pdf
State,https://dam.assets.ohio.gov/image/upload/ema.ohio.gov/Documents/Ohio_EOP/AnimalResponse/AnimalResponsePlanDevelopmentGuidanceToolKit.pdf
State,https://www.oregon.gov/osbn/Documents/Sentinel_2024_November.pdf
State,https://www.oregon.gov/oha/Documents/ODHS-OHA-STP-2025-Final.pdf
State,https://www.oregon.gov/omb/Newsletter/Spring%202024.pdf
State,https://www.pa.gov/content/dam/copapwp-pagov/en/pema/documents/trahan-event-resources/incidentcommand_factsheet.pdf
State,https://www.pa.gov/content/dam/copapwp-pagov/en/dhs/documents/healthchoices/hc-providers/documents/2024-CHC-Agreement-Final.pdf
State,https://www.pa.gov/content/dam/copapwp-pagov/en/pda/documents/animals/ahdservices/rules/documents/2025%20fair%20rules%20presentation.pdf
State,https://www.puc.pa.gov/pcdocs/1356917.pdf
State,https://planning.ri.gov/sites/g/files/xkgbur826/files/documents/comp/Active-Design-Guidelines.pdf
State,https://etss.ri.gov/sites/g/files/xkgbur466/files/2025-02/Enterprise-Technology-Strategy-and-Services-Annual-Report-2024.pdf
State,https://health.ri.gov/sites/g/files/xkgbur1006/files/publications/periodicals/RIMJAntimicrobialStewardship.pdf
State,https://dem.ri.gov/sites/g/files/xkgbur861/files/programs/bnatres/fishwild/pdf/disease-wildlife.pdf
State,https://www.peba.sc.gov/sites/default/files/hcp_materials_march2025.pdf
State,https://www.admin.sc.gov/sites/admin/files/Documents/Budget/FY25%20H510%20-%20MUSC.pdf
State,https://scdah.sc.gov/sites/scdah/files/Documents/Historic%20Preservation%20(SHPO)/Research/Historic%20Contexts/Survery%20of%20Upper%20King%20and%20Upper%20Meeting.pdf
State,https://www.tn.gov/content/dam/tn/tccy/documents/cad/cad2025speakerslides/FrameWorksSweetland.pdf
State,https://gov.texas.gov/uploads/files/press/2024.10.01_-_Healthcare_Workforce_Report_FINAL_v4_.pdf
State,https://cprit.texas.gov/media/1690/oc_packet_peer_reviewer_recommendations_08172016.pdf
State,https://ai.utah.gov/wp-content/uploads/Best-Practices-Mental-Health-Therapists.pdf
State,https://le.utah.gov/interim/2023/pdf/00004548.pdf
State,https://le.utah.gov/interim/2025/pdf/00001971.pdf
State,https://ljfo.vermont.gov/assets/Uploads/3eeecb029c/FY2025-Executive-Budget-Summary-FINAL.pdf
State,https://www.dmas.virginia.gov/media/4587/hcbs-documentation-training-4-22-2022.pdf
State,https://www.vdh.virginia.gov/content/uploads/sites/23/2021/05/fema_covid-19-pandemic-operational-guidance_5-17-2021-1.pdf
State,https://vtrc.virginia.gov/media/vtrc/vtrc-pdf/vtrc-pdf/21-R1.pdf
State,https://vtrc.virginia.gov/media/vtrc/vtrc-pdf/vtrc-pdf/20-R17.pdf
State,https://wmc.wa.gov/sites/default/files/public/Newsletter/2024Spring/WMCUpdateSpring2024.pdf
State,https://wmc.wa.gov/sites/default/files/WMC%207.19.2024%20Business%20Mtg%20Pkt.pdf
State,https://watech.wa.gov/sites/default/files/2025-01/EO%2024-01%20Risk%20Guidance_Final.pdf
State,https://dhhr.wv.gov/bms/Provider/EHR/Documents/CMS%20SMHP%202020.pdf
State,https://docs.legis.wisconsin.gov/misc/lc/hearing_testimony_and_materials/2025/sb14/sb0014_2025_02_12.pdf
Professional,https://www.biodiritto.org/ocmultibinary/download/4423/51767/1/de2e645d6bce65ab0e013e3208a22727/file/EPRS_STU%282022%29729512_EN.pdf
Professional,https://www.ama-assn.org/system/files/physician-ai-sentiment-report.pdf
Professional,https://www.chcf.org/wp-content/uploads/2024/04/ExaminingAIandHealthCare.pdf
Professional,https://pdfs.semanticscholar.org/bc04/b9be191a02831f46858e7689c16cfb0ddeca.pdf
Professional,https://online.yale.edu/sites/default/files/2024-10/YaleCertificateProgramInMedicalSoftwareAndMedicalAI.pdf
Professional,https://healthpolicy.duke.edu/sites/default/files/2019-11/dukemargolisaienableddxss.pdf
Professional,https://dho.stanford.edu/wp-content/uploads/FDA.pdf
Professional,https://static1.squarespace.com/static/603ab50ab81d5532a0a4a42b/t/64ee0fca5901b07239942211/1693323210917/EPRS_STU%282022%29729512_EN.pdf
Professional,https://content.govdelivery.com/attachments/USFDA/2024/03/15/file_attachments/2815628/omp_aimedicalproducts_final_240313%20%281%29.pdf
Professional,https://www.cureus.com/articles/182776-artificial-intelligence-revolutionizing-the-field-of-medical-education.pdf
Professional,https://www.ahima.org/media/twjmtnq4/2024-artificial-intelligence-regulatory-resource-guide-axs.pdf
Professional,https://www.ahima.org/media/3a3axqt1/evolution_of_coding_whitepaper_agshealth_ada.pdf
Professional,https://www.ama-assn.org/system/files/2019-01/augmented-intelligence-policy-report.pdf
Professional,https://www.ama-assn.org/system/files/chatgpt-what-physicians-should-consider.pdf
Professional,https://www.ama-assn.org/system/files/i24-ipps-ed-session-ai-lightning-rounds-lozovatsky.pdf
Professional,https://searchlf.ama-assn.org/letter/documentDownload?uri=/unstructured/binary/letter/LETTERS/lfscls.zip/2024-3-8-Letter-to-FSMB-Comments-Guidelines-Recommendations-on-AI-FINAL-002.pdf
Professional,https://www.himss.org/sites/hde/files/media/file/2024/03/01/2023-himss-cybersecurity-survey-x.pdf
Professional,https://gkc.himss.org/sites/hde/files/media/file/2024/01/31/ai-solutions-for-nurses-to-drive-efficiency-and-resilience.pdf
Professional,https://legacy.himss.org/sites/hde/files/media/file/2024/04/05/himss_article_iberiancommunity.pdf
Professional,https://gkc.himss.org/sites/hde/files/media/file/2024/10/02/smc-davies-award-case-study-pressure-injury-management.pdf
Professional,https://keystone.himss.org/sites/hde/files/media/file/2022/12/21/dhi-white-paper.pdf
Professional,https://gkc.himss.org/sites/hde/files/media/file/2023/09/27/dhage-report_2023_v6.pdf
Professional,https://easterncanada.himss.org/sites/hde/files/2023-09/q2-thought-leadership-himss-on_0.pdf
Professional,https://newengland.himss.org/sites/hde/files/media/file/2023/08/11/stanford-medicine-himss-davies-2023-machine-learning-enabled-advance-care-planning-final.pdf
Professional,https://canadianprairies.himss.org/sites/hde/files/media/file/2022/12/21/dhi-white-paper.pdf
Professional,https://northernohio.himss.org/sites/hde/files/media/file/2022/12/01/himss_nurseinfocollaboration_wp.pdf
Professional,https://greaterkansascity.himss.org/sites/hde/files/media/file/2024/07/10/sdoh_white-paper.pdf
Professional,https://www.aha.org/system/files/media/file/2019/11/Market_Insights_AI_Care_Delivery.pdf
Professional,https://www.aha.org/system/files/media/file/2025/01/Market_Insights_AI_Report-2025.pdf
Professional,https://www.aha.org/system/files/media/file/2019/09/Market_Insights_AI_Workforce_2.pdf
Professional,https://www.aha.org/system/files/media/file/2023/02/Health-Industry-Cybersecurity-Artificial-Intelligence-Machine-Learning-1.pdf
Professional,https://www.aha.org/system/files/media/file/2019/10/Market_Insights_AI-Landscape.pdf
Professional,https://www.aha.org/system/files/media/file/2024/02/2024-Health-Care-Disruption-Outlook.pdf
Professional,https://trustees.aha.org/system/files/media/file/2021/01/Martin_Top%2010%20Emerging%20Trends.pdf
Professional,https://sponsor.aha.org/system/files/media/file/2020/01/aha-trendwatch-hospital-and-health-system-workforce-strategic-planning2_0.pdf
Professional,https://pages.acr.org/rs/598-TRA-244/images/Evaluating%20AI%20Devices%20-%20Segui.pdf
Professional,https://pages.acr.org/rs/598-TRA-244/images/Evalutating%20AI%20Devices%20-%20Gallas.pdf
Professional,https://pages.acr.org/rs/598-TRA-244/images/Deploying%20AI%20into%20the%20Clinical%20Radiology%20Workflow%20-%20Judy.pdf
Professional,https://www.ihi.org/sites/default/files/2024-05/Patient-Safety-AI_Considerations-for-GenAI-Developers.pdf
Professional,https://www.ihi.org/sites/default/files/2024-05/Artificial-Intelligence-in-Health-Care-Implications-for-Safety.pdf
Professional,https://www.ihi.org/sites/default/files/2024-05/Patient-Safety-AI_Considerations-for-Health-Care-Systems.pdf
Professional,https://www.ihi.org/sites/default/files/2024-02/IHIInnovationReport_Machine-Learning-to-Improve-Safety-in-Home-for-Adults.pdf
Professional,https://www.ihi.org/sites/default/files/2024-05/Patient-Safety-AI_Considerations-for-Regulators-Policymakers.pdf
Professional,https://www.ihi.org/sites/default/files/2024-05/Patient-Safety-AI_Considerations-for-Clinicians.pdf
Professional,https://www.ihi.org/sites/default/files/IHIAchievingHospitalWidePatientFlowWhitePaper.pdf
Professional,https://www.ihi.org/sites/default/files/resources/tool/Transforming-Health-Care-Through-Innovative-Nurse-Led-Care-Delivery.pdf
Professional,https://www.ihi.org/sites/default/files/2023-10/Free_from_Harm_francais.pdf
Professional,https://www.acep.org/siteassets/sites/acep/media/coalition-on-psychiatric-emergencies/medical-screening-of-mental-health-patients-in-the-emergency-department---a-systematic-review----chennapan-et-al-2018.pdf
Professional,https://www.acep.org/siteassets/sites/scientific-assembly/media/document-pdf/sa_acep24_courseschedule-v2.pdf
Professional,https://www.acep.org/siteassets/sites/apc-summit/media/documents/welcome-and-general-session-slides.pdf
Professional,https://www.ruralhealth.us/getmedia/b5799716-ba7a-4cf4-937d-efb2595d29c9/05-12-23-2023-AC-RHIS-agenda-FINAL.pdf
Federal,https://www.cms.hhs.gov/manuals/downloads/pim83c10.pdf
Federal,https://ncvhs.hhs.gov/wp-content/uploads/2024/01/NCVHS-ICD-11-RFI-Responses-final.pdf
Federal,https://aspe.hhs.gov/sites/default/files/documents/62d8a7a4d673e659b4c38086f43c7e49/PTAC-TCOC-Escan.pdf
Federal,https://digirepo.nlm.nih.gov/master/borndig/9918733188906676/9918733188906676.pdf
Federal,https://irp.nih.gov/system/files/media/file/2025-05/nih_artificial_intelligence_symposium_2025-05-16_program_booklet_v1.pdf
Federal,https://seed.nih.gov/sites/default/files/2024-04/Regulatory-Knowledge-Guide-for-In-Vitro-Diagnostics.pdf
Federal,https://grants.nih.gov/grants/funding/SBIRContract/PHS2020-1.pdf
Federal,https://videocast.nih.gov/pdf/ohrp_appendix_belmont_report_vol_2.pdf
Federal,https://airc.nist.gov/docs/AI_RMF_Playbook.pdf
Federal,https://www.nist.gov/system/files/documents/2023/02/07/2.%20Locascio_VCAT_February%202023_NIST%20Update%20and%20Agenda%20Review_draft%2005%20LEL%20v2.pdf
Federal,https://www.nist.gov/system/files/documents/2019/06/06/nist-ai-rfi-ama-001.pdf
Federal,http://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8433.pdf
State,https://www.cms.gov/regulations-and-guidance/guidance/manuals/downloads/pim83c10.pdf
State,https://www.cms.gov/files/document/r13154pi.pdf
State,https://www.cms.gov/files/document/r10727pi.pdf
Federal,https://www.cdc.gov/niosh/nmam/pdf/NMAM_5thEd_EBook-508-final.pdf
Federal,https://www.cdc.gov/niosh/docs/75-189/pdfs/75-189.pdf
State,https://www.ogb.alabama.gov/Home/DownloadDocument/Field%20Rules/Oak%20Grove.pdf
State,https://dggs.alaska.gov/webpubs/dggs/ar/text/ar1931.pdf
State,https://www.sos.arkansas.gov/uploads/rulesRegs/Arkansas%20Register/2006/aug_2006/016.15.06-003.pdf
State,https://apcp.assembly.ca.gov/system/files/2025-04/ab-1018-bauer-kahan-apcp-analysis.pdf
State,https://www.psychology.ca.gov/about_us/meetings/materials/20250509_hc.pdf
State,https://www.cde.ca.gov/ci/ct/sf/documents/healthmedical.pdf
State,https://courts.ca.gov/system/files/file/rules-20250603-materials.pdf
State,https://www.cslb.ca.gov/Resources/GuidesAndPublications/2024/2024-CA-License-Law-Reference-Book.pdf
State,https://www.dds.ca.gov/wp-content/uploads/2019/03/DSPT_StudentYear1FullVersion_20190308.pdf
State,http://www.optometry.ca.gov/meetings/attach8_20100316.pdf
State,http://www.bot.ca.gov/board_activity/meetings/20141113_material_11_12.pdf
State,https://www.bot.ca.gov/board_activity/meetings/20100226_materials.pdf
State,https://portal.ct.gov/-/media/Office-of-the-Governor/News/2021/20210331-CREATES-final-report-accompanying-materials.pdf
State,https://portal.ct.gov/-/media/SOTS/Business-Services/Forfeitures/2024/December_2023_Forfeitures.pdf
Professional,https://ahca.myflorida.com/content/download/9664/file/2012_ACC_SCAI_Guidelines.pdf
State,https://health.hawaii.gov/about/files/2022/06/FOIA-Release-Red-Hill-CI-June-2022.pdf
State,https://hdoa.hawaii.gov/wp-content/uploads/2013/01/AR06-Program-Section.pdf
State,https://nelha.hawaii.gov/wp-content/uploads/2024/09/Water_Quality_Study_NELHA_Report_Public.pdf
State,https://lrb.hawaii.gov/wp-content/uploads/1991_TrialCourtConsolidationInHawaii.pdf
State,https://adminrules.idaho.gov/rules/2006/16/0227.pdf
State,https://legislature.idaho.gov/wp-content/uploads/sessionlaws/sessionlaws_vol2_2011.pdf
State,https://legislature.idaho.gov/wp-content/uploads/sessionlaws/sessionlaws_vol2_2006.pdf
State,https://legislature.idaho.gov/wp-content/uploads/sessionlaws/sessionlaws_vol2_2021.pdf
State,https://isp.illinois.gov/StaticFiles/docs/ForensicServices/ForensicScienceCommandManuals/Command%20Directives.pdf
State,https://iemaohs.illinois.gov/content/dam/soi/en/web/iemaohs/hs/documents/publications/2023hsacannualreport.pdf
State,https://www.in.gov/health/overdose-prevention/files/Mild-Traumatic-Brain-Injury-Concussion-Rehabilitation-Toolkit.pdf
State,https://www.in.gov/rda/files/RDA_ReportUPDATED1_16_07.pdf
State,https://www.in.gov/idoi/files/Valuation-Manual-Jan-2024.pdf
State,https://www.legis.iowa.gov/docs/iac/agency/06-14-2023.481.pdf
State,https://publications.iowa.gov/51340/1/academic_year_report_2000_univ_iowa_2000_OCR_.pdf
State,https://www.legis.iowa.gov/docs/publications/SOL/1456417.pdf
State,https://psc.ky.gov/pscecf/2020-00387/kristen%40gosssamfordlaw.com/06302021081319/Green_River_Solar_-_Application_-_Volume_1_-_210630.pdf
State,https://transportation.ky.gov/Planning/Planning%20Studies%20and%20Reports/US%20127%20Traffic%20Analyses.pdf
State,https://doa.louisiana.gov/media/gkcly0pn/34.pdf
State,https://dat.maryland.gov/businesses/Documents/MD_Save_Entity_List.pdf
State,https://msa.maryland.gov/megafile/msa/speccol/sc1100/sc1198/000000/000002/000000/000066/pdf/mdsa_sc1198_2_66.pdf
State,https://mgaleg.maryland.gov/Pubs/BudgetFiscal/2024rs-budget-docs-jcr.pdf
State,https://msa.maryland.gov/megafile/msa/speccol/sc1100/sc1198/000000/000002/000000/000057/pdf/mdsa_sc1198_2_57.pdf
State,https://msa.maryland.gov/megafile/msa/speccol/sc5300/sc5339/000197/000000/000003/restricted/msa_sc_5458_51_1935.pdf
State,https://www.courts.michigan.gov/49eaab/siteassets/court-administration/best-practices/psc/adc-bpmanual.pdf
State,https://www.courts.michigan.gov/4945f4/siteassets/case-documents/briefs/msc/2023-2024/165815/165815_85_02_at_apx.pdf
State,https://www.courts.michigan.gov/497ed6/siteassets/case-documents/briefs/msc/2023-2024/165961/165961_102_02_ae_apx.pdf
State,https://www.leg.mn.gov/docs/2020/other/200005.pdf
State,https://www.mdeq.ms.gov/wp-content/uploads/2017/06/FacilityInvestmentReports.pdf
State,https://das.nebraska.gov/materiel/purchasing/6304/untitled/Technical%20Responses/JPMorgan.pdf
State,http://govdocs.nebraska.gov/epubs/S3000/B001-1983.pdf
State,http://govdocs.nebraska.gov/epubs/S3000/B006-200708.pdf
State,https://budget.nv.gov/uploadedFiles/budgetnvgov/content/Meetings/Board_of_Examiners/2024/8-13-2024_BOE_Packet.pdf
State,https://budget.nv.gov/uploadedFiles/budgetnvgov/content/Meetings/Board_of_Examiners/2023/7-11-2023_BOE_Packet.pdf
State,http://goed.nv.gov/wp-content/uploads/2024/01/Nevada-Recovery-and-Resiliency-Plan-FINAL.pdf
State,https://goed.nv.gov/wp-content/uploads/2024/02/GOEDAnnualReport20Proof3-new.pdf
State,https://lands.nv.gov/uploads/documents/Brent_Wisner_Additional_Public_Comment.pdf
State,https://bop.nv.gov/uploadedFiles/bopnvgov/content/board/ALL/2025_Meetings/March%202025%20Board%20Meeting%20Handouts.pdf
State,https://www.env.nm.gov/public-notices/wp-content/uploads/sites/32/2023/11/ShortLine-Las-Vegas-HMA-Plant-Application-NSR-10129.pdf
State,https://www.wcb.ny.gov/content/main/hcpp/MedicalTreatmentGuidelines/DepressionMTG2021.pdf
State,https://www.governor.ny.gov/sites/default/files/2024-01/2024-SOTS-Book-Online.pdf
State,https://www.governor.ny.gov/sites/default/files/2025-01/2025StateoftheStateBook.pdf
State,https://www.ndit.nd.gov/sites/www/files/documents/funding/5-year-bead-plan-2023.pdf
State,https://www.supremecourt.ohio.gov/docs/Boards/UPL/UPL2022SeminarMaterials.pdf
State,https://dam.assets.ohio.gov/image/upload/development.ohio.gov/annualreports/Development-Annual-Report-2023-Appendix.pdf
State,https://www.lsc.ohio.gov/assets/organizations/legislative-service-commission/files/2022-catalog-of-budget-line-items.pdf
State,https://www.oregon.gov/dentistry/Documents/Public_Packet_20250425.pdf
State,https://www.oregon.gov/oha/HPA/DSI-HERC/MeetingDocuments/VBBS-Materials-11-9-2023.pdf
State,https://www.oregon.gov/biz/Publications/OregonOpportunitiesAssessment.pdf
State,https://apps.health.pa.gov/mmrtk/docs-dispensaries-revised/D-1022-17_final.pdf
State,https://www.puc.pa.gov/pcdocs/1639103.pdf
State,https://omb.ri.gov/sites/g/files/xkgbur751/files/2025-01/FY%202026_Executive%20Summary_FINAL_FULL%20BOOK_ONLINE%20VERSION%20%281%29.pdf
State,https://cg.sc.gov/sites/cg/files/Documents/Fiscal%20Transparency/Monthly%20Charge%20Card%20Usage/2017/CCU-January2017.pdf
State,https://des.sc.gov/sites/des/files/Documents/BAQ/Silfab/PublicHearingTranscript.pdf
State,https://cg.sc.gov/sites/cg/files/Documents/Fiscal%20Transparency/Monthly%20Charge%20Card%20Usage/2016/CCU-April2016.pdf
State,https://demographics.texas.gov/Conference/Agenda.pdf
State,https://le.utah.gov/interim/2023/pdf/00002695.pdf
