PDF Link,AI Applications,Similarity Scores
https://csrc.nist.gov/CSRC/media/Events/ISPAB-February-2015-Meeting/documents/ispab_meeting_minutes_february_2015.pdf,[],{}
https://www.cms.hhs.gov/manuals/downloads/clm104c12.pdf,[],{}
https://files.hawaii.gov/dbedt/erp/Other_TEN_Publications/2022-02-23-OA-Chapter-25-DEA-Repair-and-Addition-to-Existing-SFR-1508-Mokulua-Dr.pdf,[],{}
https://boards.bsd.dli.mt.gov/_docs/arm/CH-219-BBH-as-of-06-30-2021.pdf,[],{}
https://mhcc.maryland.gov/mhcc/pages/hcfs/hcfs_con/documents/Filed_2021/con_avenues_2449_appl_20210419.pdf,[],{}
https://tribalnations.mt.gov/_docs/2024TribalRelationsReport.pdf,[],{}
https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1500-4r2.pdf,[],{}
https://www.academia.edu/download/116548932/AI_and_Agri_Innovation.pdf,[],{}
https://ijarpr.com/uploads/V2ISSUE6/IJARPR0614.pdf,['Public Health AI'],{'Public Health AI': 0.6353726052525566}
https://dhss.delaware.gov/wp-content/uploads/sites/4/dhcc/pdf/dimer50annrpt_2020.pdf,[],{}
https://dam.assets.ohio.gov/image/upload/drc.ohio.gov/MyOhio/Policies/Policy%20Definitions/Policy%20Definition%20Spreadsheet%20-%20Intranet%202021.pdf,[],{}
https://planforaging.ny.gov/system/files/documents/2025/06/mpa-final-report-6.30.25.pdf,[],{}
https://ethics.ny.gov/system/files/documents/2023/08/final-2022-coelig-annual-report-w-appendix-f.pdf,[],{}
https://pcb.illinois.gov/documents/dsweb/Get/Document-110497/R24-17%20Rule%20Proponents_%20Regulatory%20Proposal%20%286.27.24%29.pdf,[],{}
https://www.multiperspectivesjournal.com/uploads/archives/20250331124203_11.pdf,"['Clinical Decision Support', 'Predictive Analytics', 'Education and Training AI', 'Research and Clinical Trial AI', 'Medical Imaging AI', 'Patient-facing AI', 'Robotics and Surgical AI', 'Public Health AI']","{'Clinical Decision Support': 0.6115214789779586, 'Predictive Analytics': 0.60454490849642, 'Education and Training AI': 0.609818645043486, 'Research and Clinical Trial AI': 0.6230573748924029, 'Medical Imaging AI': 0.6861651965811741, 'Patient-facing AI': 0.668541432630313, 'Robotics and Surgical AI': 0.605152025377414, 'Public Health AI': 0.6310480948297228}"
https://assets.kpmg.com/content/dam/kpmgsites/uk/pdf/2025/06/gen-ai-in-healthcare.pdf.coredownload.inline.pdf,"['Operational and Administrative Automation', 'Education and Training AI', 'Clinical Documentation AI', 'Public Health AI', 'Research and Clinical Trial AI', 'Patient-facing AI', 'Clinical Decision Support']","{'Operational and Administrative Automation': 0.6457280836932942, 'Education and Training AI': 0.6439922119886228, 'Clinical Documentation AI': 0.6571899756374926, 'Public Health AI': 0.6196280188822924, 'Research and Clinical Trial AI': 0.6255146553734363, 'Patient-facing AI': 0.6328151268891118, 'Clinical Decision Support': 0.6201789022260298}"
https://www.courts.michigan.gov/4a2960/siteassets/offices/mji/resources-for-trial-court-staff/2023juvpomanualentiredoc.pdf,[],{}
https://mn.gov/deed/assets/dif-grant-application_tcm1045-649955.pdf,[],{}
https://marriage.nv.gov/uploadedFiles/marriagenvgov/content/Board/Meetings/2024/2024-8-16_Marriage%20Minutes%20Final%20ADAC.pdf,[],{}
https://lawfilesext.leg.wa.gov/biennium/2025-26/Pdf/Bills/Senate%20Bills/5395.pdf,[],{}
https://www.iit.edu/sites/default/files/2023-05/LCoS_CSEP_CEPE%20Virtual%20Program%202023%20Final.pdf,['Medical Imaging AI'],{'Medical Imaging AI': 0.6831610764783747}
https://pdfs.semanticscholar.org/2702/652bb897688f27c582445ef199d9008941c9.pdf,[],{}
https://ed.sc.gov/sites/scdoe/assets/File/instruction/standards/Visual%20Arts/TeachingStandards-basedCreativityintheArts.pdf,[],{}
https://www.lrl.mn.gov/docs/pre2003/mandated/980393.pdf,[],{}
https://dopl.idaho.gov/wp-content/uploads/2023/11/pwc-Public-Contractors-Manual.pdf,[],{}
https://ahca.myflorida.com/content/download/8484/file/FX-SEAS-P-4-MES-Certification-Management-Plan-300.pdf,[],{}
https://www.nlm.nih.gov/od/bor/Sep_2022_BOR_Final_Minutes_Accessible.pdf,[],{}
https://gmcboard.vermont.gov/sites/gmcb/files/Sola%20Quote.pdf,[],{}
https://www.academia.edu/download/88813265/pdf.pdf,"['Education and Training AI', 'Public Health AI', 'Robotics and Surgical AI', 'Research and Clinical Trial AI', 'Clinical Decision Support', 'Medical Imaging AI', 'Operational and Administrative Automation']","{'Education and Training AI': 0.6186673806330759, 'Public Health AI': 0.6326916771148814, 'Robotics and Surgical AI': 0.6025273572449662, 'Research and Clinical Trial AI': 0.6113510754425955, 'Clinical Decision Support': 0.6032238221216314, 'Medical Imaging AI': 0.6333292704036905, 'Operational and Administrative Automation': 0.6173250845160522}"
https://journalwjarr.com/sites/default/files/fulltext_pdf/WJARR-2025-1099.pdf,[],{}
https://cdt.ca.gov/wp-content/uploads/2024/07/Building-a-GenAI-Ready-State-Workforce.pdf,['Education and Training AI'],{'Education and Training AI': 0.6189996369202184}
https://mocap.mo.gov/wp-content/uploads/23-24-S1-Course-DescriptionsCO_SchoolsPLP.pdf,[],{}
https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.800-1.ipd.pdf,[],{}
https://www.wsipp.wa.gov/rptfiles/cpsorg.pdf,[],{}
https://cms.hhs.gov/manuals/Downloads/som107ap_a_hospitals.pdf,[],{}
https://gbep.texas.gov/wp-content/uploads/2018/07/8-84951-Final-Report-.pdf,[],{}
https://legislature.idaho.gov/wp-content/uploads/sessioninfo/2024/standingcommittees/SSTAmin.pdf,[],{}
https://health.mo.gov/living/families/schoolhealth/pdf/MedicationManual.pdf,[],{}
https://publications.iowa.gov/45352/1/Assessment_and_Decision_Making_for_Students_Behavioral_Needs.pdf,[],{}
https://www.pa.gov/content/dam/copapwp-pagov/en/dhs/documents/services/mental-health-in-pa/documents/Final%20CY%202023%20FRR%202023.02.13.pdf,[],{}
https://medicaid.alabama.gov/content/Gated/7.6.1G_Archived_Manuals/7.6.1.G_PM_October_2021_Bookmarked.pdf,[],{}
https://nvlpubs.nist.gov/nistpubs/specialpublications/nist.sp.1500-207.pdf,[],{}
http://www.bioethics.net/wp-content/uploads/2020/03/SCCM-outbreaks-ethics-pt2.pdf,[],{}
https://www.courts.wa.gov/content/petitions/91480-0%20Petition%20for%20Review.pdf,[],{}
https://ciapm.chhs.ca.gov/docs/reports/20220725-CIAPM_2021_Annual_Report.pdf,['Medical Imaging AI'],{'Medical Imaging AI': 0.6080247062468576}
https://ahca.myflorida.com/content/download/5923/file/59G-1.060_Enrollment.pdf,[],{}
"https://ahca.myflorida.com/content/download/24421/file/The%20Joseph%20L.%20Morse%20Health%20Center,%20Inc.%20-%20Redacted.pdf",[],{}
https://www.oregon.gov/eis/strategy-and-design/Documents/CTO%20Trends%20Outlook%202025-27.pdf,[],{}
https://mn.gov/boards/assets/January%2013%2C%202024%2C%20Board%20Agenda_tcm21-270639.pdf,[],{}
https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/downloads/som107ap_a_hospitals.pdf,[],{}
https://www.oregon.gov/oha/Documents/ODHS-OHA-STP-2025-Final.pdf,[],{}
https://dph.illinois.gov/content/dam/soi/en/web/idph/publications/idph/topics-and-services/life-stages-populations/maternal-child-family-health-services/FY23-Application-FY21-Report-Illinois-MCH-TitleV-Block-Grant.pdf,[],{}
https://dmh.mo.gov/sites/dmh/files/media/pdf/2024/07/fyi-fridays-june-28-2024.pdf,[],{}
https://www.hhs.nd.gov/sites/www/files/documents/BH/Suicide%20Prevention/Suicide-Prevention-Review-Commission-Report-web.pdf,[],{}
https://dnr.wisconsin.gov/sites/default/files/topic/DrinkingWater/Publications/DG037.pdf,[],{}
https://medicine.tulane.edu/sites/default/files/pictures/Substance%20Use%20SAMHSA%20Clinical%20Guidance%20Perinatal_0.pdf,[],{}
https://link.springer.com/content/pdf/10.1007/978-3-030-76051-9.pdf,[],{}
https://msdh.ms.gov/page/resources/264.pdf,[],{}
https://das.nebraska.gov/materiel/purchasing/6677/RFP%206677%20Z1%20MTX%20Group%20Inc_Redacted.pdf,[],{}
https://www.fda.gov/files/animal%20&%20veterinary/published/Oxapex-IDX-FOI-Summary---MIF-No.-900-018.pdf,[],{}
https://pdfs.semanticscholar.org/410f/ab542fe306984aa7e7433565cc876264f948.pdf,"['Clinical Decision Support', 'Patient-facing AI', 'Clinical Documentation AI', 'Medical Imaging AI', 'Predictive Analytics', 'Education and Training AI']","{'Clinical Decision Support': 0.6624767477915497, 'Patient-facing AI': 0.605045631723699, 'Clinical Documentation AI': 0.6200690138338769, 'Medical Imaging AI': 0.6652351510143416, 'Predictive Analytics': 0.628857868558684, 'Education and Training AI': 0.6133105861071559}"
https://idwr.idaho.gov/wp-content/uploads/sites/2/publications/201204-OFR-Hydrogeology-and-2-25-Mile-Dye-Trace-South-of-Malad-Gorge.pdf,[],{}
https://health.alaska.gov/media/wrbjik3l/2023_alaskavitalstats_ar.pdf,[],{}
https://www.dmas.virginia.gov/media/2649/2020-2022-dmas-quality-strategy.pdf,[],{}
https://www.in.gov/courts/supreme/files/2324report.pdf,[],{}
https://www.lcc.mn.gov/inactive/lcs/meetings/08162016/ethical_issues_assisted_reproduction_debele.pdf,[],{}
https://www.michigan.gov/ag/-/media/Project/Websites/AG/releases/2025/February/ECF-001-Complaint---Mass-v-NIH.pdf,[],{}
https://le.utah.gov/interim/2021/pdf/00002606.pdf,[],{}
https://hai.stanford.edu/sites/default/files/2022-05/HAI%20Policy%20White%20Paper%20-%20Enhancing%20International%20Cooperation%20in%20AI%20Research.pdf,[],{}
https://gao.az.gov/sites/default/files/2023-12/StateOfArizonaJune30_2022SingleAudit.pdf,[],{}
https://vtrc.virginia.gov/media/vtrc/vtrc-pdf/vtrc-pdf/25-R4.pdf,[],{}
https://apps.legislature.ky.gov/recorddocuments/bill/24RS/sb299/bill.pdf,[],{}
https://docs.legis.wisconsin.gov/2025/related/proposals/sb45.pdf,[],{}
https://www.lrl.mn.gov/docs/2025/mandated/250126.pdf,[],{}
https://healthy.arkansas.gov/wp-content/uploads/Rad-Control-rule.pdf,[],{}
https://www.fda.gov/files/Promoting-Safe-and-Effective-Drugs-for-100-Years-%28download%29.pdf,[],{}
https://www.atsdr.cdc.gov/toxprofiles/tp20.pdf,[],{}
https://jtc1info.org/wp-content/uploads/2023/12/Overview_of_ISO_IEC_workshop_Wael.pdf,[],{}
https://www.ndic.nd.gov/sites/www/files/documents/Clean-Sustainable-Energy-Authority/Grant-Rounds--Final-Reports/Proposals/Grant-Rounds-9-1/C-5-H-Demonstration-and-Scale-Up-of-a-Low-Cost-Lon.pdf,[],{}
https://www.fda.gov/files/animal%20%26%20veterinary/published/GRAS-Submission-AGRN-000-001.pdf,[],{}
https://www.wcb.ny.gov/content/main/hcpp/MedicalTreatmentGuidelines/Non-AcutePainMTG2021.pdf,[],{}
https://www.lbb.texas.gov/documents/publications/fiscal_sizeup/fiscal_sizeup.pdf,[],{}
https://cdh.stanford.edu/sites/g/files/sbiybj29486/files/media/file/stanford_scdh_genaiwhitepaper_v18_compressed.pdf,"['Public Health AI', 'Education and Training AI', 'Clinical Documentation AI', 'Clinical Decision Support', 'Patient-facing AI', 'Research and Clinical Trial AI', 'Medical Imaging AI', 'Predictive Analytics', 'Operational and Administrative Automation', 'Robotics and Surgical AI']","{'Public Health AI': 0.6359043752624698, 'Education and Training AI': 0.6190353711350459, 'Clinical Documentation AI': 0.6148895742729243, 'Clinical Decision Support': 0.6348839166406142, 'Patient-facing AI': 0.7001169199675328, 'Research and Clinical Trial AI': 0.6199252756567873, 'Medical Imaging AI': 0.6204740510627952, 'Predictive Analytics': 0.6340107570682467, 'Operational and Administrative Automation': 0.6282938833002543, 'Robotics and Surgical AI': 0.6172403020951192}"
https://das.nebraska.gov/materiel/purchasing/5960/5960%20Z1%20inLumon%20Option%20B%20bid%20response.pdf,[],{}
https://mdhhs-pres-prod.michigan.gov/olmweb/ex/GD/Mobile/GDM/GDM%20Mobile.pdf,[],{}
https://vtrc.virginia.gov/media/vtrc/vtrc-pdf/vtrc-pdf/20-R17.pdf,[],{}
https://www.health.ny.gov/community/infants_children/maternal_and_child_health_services/docs/2024_application.pdf,[],{}
https://www.pa.gov/content/dam/copapwp-pagov/en/education/documents/data-and-reporting/pims/pims-manuals/2018-2019%20pims%20manual%20vol%202.pdf,[],{}
https://osp.od.nih.gov/wp-content/uploads/2024/09/Compiled-Public-Comments-on-RFI-Draft-NIH-Intramural-Research-Promoting-Equity-Through-Access-Planning-508C.pdf,[],{}
https://mn.gov/doc/assets/treatment-criminal-justice-pep19-matusecjs_tcm1089-652658.pdf,['Patient-facing AI'],{'Patient-facing AI': 0.6494039947469598}
https://www.maine.gov/sos/sites/maine.gov.sos/files/content/assets/096c126a.pdf,[],{}
https://sboh.wa.gov/sites/default/files/2022-01/HIR-2021-04-SB5122..pdf,[],{}
https://stac.ri.gov/wp-content/uploads/2025/01/2025NASASBIRPhaseISolicitation.pdf,[],{}
https://www.himss.org/sites/hde/files/media/file/2024/08/02/himss_interopframeworks_ebook-2.pdf,[],{}
https://ai.utah.gov/wp-content/uploads/Executive-Summary-Best-Practices-Mental-Health-Therapists.pdf,"['Clinical Documentation AI', 'Patient-facing AI']","{'Clinical Documentation AI': 0.6166789416421962, 'Patient-facing AI': 0.6232917990245004}"
https://epa.ohio.gov/static/Portals/28/documents/opcert/ApprovedWaterCourses.pdf,[],{}
https://dbhds.virginia.gov/assets/FY22-23%20Community%20Services%20Board%20Performance%20Contract%20and%20Amended%20Documents%20Effective%207.1.2022.pdf,[],{}
https://www.cms.gov/Research-Statistics-Data-and-Systems/Statistics-Trends-and-Reports/Reports/downloads/Acumen_B_to_D_Final_Report_2011.pdf,[],{}
https://nj.gov/education/specialed/parents/ParentalRightsinSpecialEducation2023.pdf,[],{}
https://wdfw.wa.gov/sites/default/files/publications/01307/wdfw01307.pdf,[],{}
https://www.nd.gov/eforms/doc/sfn01909.pdf,[],{}
https://www.courts.michigan.gov/SysGlobalAssets/migrated/courts/michigansupremecourt/clerks/msc-briefs/2019-2020/158903/158903_52_02_ae_supp_apx.pdf,[],{}
https://dhss.delaware.gov/wp-content/uploads/sites/10/dph/pdf/dphacc2008.pdf,[],{}
https://www.ihi.org/sites/default/files/ReliabilityWhitePaper2004revJune06.pdf,[],{}
https://ripuc.ri.gov/sites/g/files/xkgbur841/files/eventsactions/docket/4635_BIPCO-DR-PUC1-2-Policy.pdf,[],{}
https://nvlpubs.nist.gov/nistpubs/ir/2021/NIST.IR.8312.pdf,['Clinical Decision Support'],{'Clinical Decision Support': 0.6196648897776159}
https://dho.stanford.edu/wp-content/uploads/Legal_RAG_Hallucinations.pdf,[],{}
https://searchlf.ama-assn.org/letter/documentDownload?uri=/unstructured/binary/letter/LETTERS/lfscls.zip/2024-3-8-Letter-to-FSMB-Comments-Guidelines-Recommendations-on-AI-FINAL-002.pdf,[],{}
https://www.michigan.gov/mdot/-/media/Project/Websites/MDOT/Programs/Research-Administration/Final-Reports/SPR-1713-Report.pdf,[],{}
https://site.utah.gov/connect/wp-content/uploads/sites/50/2025/03/Utah-AAM-EIA-FINAL.pdf,[],{}
https://portal.ct.gov/-/media/Office-of-the-Governor/News/20201028-Governors-Workforce-Council-Strategic-Plan.pdf,[],{}
https://politicalscience.yale.edu/sites/default/files/glaubitz_alina.pdf,[],{}
https://www.ruralhealth.us/getmedia/c28ee028-3a7f-44f4-8af0-8e9d2ba94e5a/2020-NRHA-Policy-Document-Tweener-Hosptials-Crisis-FINAL.pdf,[],{}
https://guof.people.clemson.edu/papers/aiteaming.pdf,[],{}
https://sboh.wa.gov/sites/default/files/2022-01/HIR-2019-12-SB5526.pdf,[],{}
https://www.nber.org/system/files/working_papers/w25548/w25548.pdf,[],{}
https://www.health.ny.gov/facilities/nursing/rights/appeal_decisions/docs/DA21_5651_Redacted.pdf,[],{}
https://dbhds.ko.virginia.gov/facilities/resources/swvmhi/news/archived-newsletters/2008-02%20February%202008.pdf,[],{}
https://ago.vermont.gov/wp-content/uploads/2018/02/DOJ-Partial-Consent-Decree.pdf,[],{}
https://health.hawaii.gov/camhd/files/2018/06/Teal-Book-2018.pdf,[],{}
https://www.sos.mo.gov/CMSImages/AdRules/moreg/2025/v50n3Feb3/V50n3.pdf,[],{}
https://www.ndpers.nd.gov/sites/www/files/documents/members-additional-information/all-health/shp-coi-gf.pdf,[],{}
https://www.maine.gov/dafs/bbm/procurementservices/sites/maine.gov.dafs.bbm.procurementservices/files/rfps/1678_1267271_RFP_201904061_Selection_Package.pdf,[],{}
https://www.legis.iowa.gov/docs/iac/rule/441.9.10.pdf,[],{}
https://dbhdd.georgia.gov/sites/dbhdd.georgia.gov/files/imported/DBHDD/DD/COMP%20Waiver%202019.pdf,[],{}
https://beta.cdc.gov/global-health/media/pdfs/GDHS_Strategy2022_REV_508.pdf,[],{}
https://www.academia.edu/download/119530073/CSEIT24106158_Published_Paper.pdf,[],{}
https://adminrules.idaho.gov/bulletin/2024/07.pdf,[],{}
https://www.auditor.illinois.gov/Audit-Reports/Compliance-Agency-List/DCEO/FY04-DCEO-COMP-full.pdf,[],{}
https://www.maine.gov/dafs/bbm/procurementservices/sites/maine.gov.dafs.bbm.procurementservices/files/rfps/1678_9015478_LMS_RFP_202209149_-_Selection_Package__FINAL.pdf,[],{}
https://eec.ky.gov/Environmental-Protection/Compliance-Assistance/operator-certification-program/Test%20Preparation%20Documents/WWTreatmentPlantOperatorCertificationManual-FinalRevised-040517.pdf,[],{}
https://www.oregon.gov/delc/providers/CCLD_Library/UnL-0222-RS-Health-and-Safety-Review-Checklist-EN-Center-Based-SAMPLE.pdf,[],{}
https://extapps.dec.ny.gov/data/DecDocs/915105/Report.HW.915105.1999-02-18.USACOE_Environmental_Assessment_Cayuga_Creek.pdf,[],{}
https://www.hca.wa.gov/assets/pebb/pebb-kaiser-wa-preauth-part-2.pdf,[],{}
https://www.energy.ca.gov/sites/default/files/2019-11/Energy_CCCA4-CEC-2018-007_ADA.pdf,[],{}
https://www.cdc.gov/mmwr/pdf/wk/mm6401.pdf,[],{}
https://edu.wyoming.gov/wp-content/uploads/2023/11/Wyoming-Digital-Learning-Plan-2023-2028.pdf,[],{}
https://le.utah.gov/interim/2022/pdf/00003779.pdf,[],{}
https://leg.wa.gov/media/4hmf1gdb/2000pam2.pdf,[],{}
https://www.oregon.gov/oac/Documents1/HB%204052%20Interim%20Report_OACO.pdf,[],{}
https://www.budget.ny.gov/pubs/archive/fy25/en/fy25en-fp-myu.pdf,[],{}
https://www.pa.gov/content/dam/copapwp-pagov/en/dos/department-and-offices/bpoa/medicine/minutes/medicine-04-16-24.pdf,[],{}
https://medicaidprovider.mt.gov/docs/feeschedules/2024/ProposedJanuary2025PhysicianServicesFeeSchedule.pdf,[],{}
http://www.tafpublications.com/gip_content/paper/jahss-2.5.1.pdf,[],{}
https://dir.texas.gov/sites/default/files/2024-06/Accenture_DIR%20Presentation.pdf,[],{}
https://www.health.mn.gov/diseases/hiv/partners/careware/registration.pdf,[],{}
https://thc.texas.gov/sites/default/files/2024-10/THC_Quarterly_Public_Oct2024.pdf,[],{}
https://health.hawaii.gov/injuryprevention/files/2013/09/HI-Fall-Prevention-Resource-Guide-wcover.pdf,[],{}
https://doh.wa.gov/sites/default/files/2024-05/CN24-22.pdf,[],{}
https://uploads.strikinglycdn.com/files/f84bde40-5890-487b-b9cb-07fbc8124959/Report%20.pdf,[],{}
