URL,AI Applications,Similarity Scores
https://www.aim-ahead.net/media/5q3hmb5b/webinar-4-slide-presentation.pdf,[],{}
https://aitaskforce.alabama.gov/wp-content/uploads/2025/03/GenAI-TaskForce-Report_Final_20250321-002.pdf,"['Education and Training AI', 'Public Health AI', 'Operational and Administrative Automation', 'Clinical Documentation AI']","{'Education and Training AI': 0.6344386572251752, 'Public Health AI': 0.6733326648433378, 'Operational and Administrative Automation': 0.6158061589456117, 'Clinical Documentation AI': 0.6109258751104474}"
https://medicaid.alabama.gov/documents/7.0_Providers/7.6_Manuals/7.8_PES_Manual_2-12-25.pdf,[],{}
https://agi.alabama.gov/hemp/wp-content/uploads/sites/11/2022/03/Medical-Cannabis-Act-2021-450.pdf,[],{}
https://doc.alabama.gov/docs/AdminRegs/AR410.pdf,[],{}
https://oag.ca.gov/system/files/attachments/press-docs/Legal%20Advisory%20-%20Application%20of%20Existing%20CA%20Laws%20to%20Artificial%20Intelligence.pdf,[],{}
https://www.insurance.ca.gov/0250-insurers/0500-legal-info/0200-regulations/HealthGuidance/upload/SB-1120-1-Guidance-Use-of-Artificial-Intelligence-Algorithms-and-Other-Software-Tools-in-Utilization-Management.pdf,['Clinical Decision Support'],{'Clinical Decision Support': 0.6040531303219768}
https://oag.ca.gov/system/files/attachments/press-docs/FINAL-%20Letter%20to%20Secretary%20Xavier%20Becerra%20and%20Dr.%20Tripathi%206-20-2023.pdf,"['Clinical Decision Support', 'Clinical Documentation AI', 'Operational and Administrative Automation', 'Education and Training AI', 'Public Health AI', 'Patient-facing AI']","{'Clinical Decision Support': 0.6248762985952753, 'Clinical Documentation AI': 0.6095845224270373, 'Operational and Administrative Automation': 0.6495828956736874, 'Education and Training AI': 0.6160705882401677, 'Public Health AI': 0.6036214507347653, 'Patient-facing AI': 0.634209375503556}"
https://apcp.assembly.ca.gov/system/files/2025-04/ab-489-bonta-apcp-analysis_0.pdf,['Patient-facing AI'],{'Patient-facing AI': 0.6695398092268652}
https://apcp.assembly.ca.gov/system/files/2024-04/ab-3030-calderon-apcp-analysis.pdf,['Education and Training AI'],{'Education and Training AI': 0.6102839418469046}
https://sjud.senate.ca.gov/system/files/2025-04/sb-503-weber-pierson-sjud-analysis.pdf,['Clinical Decision Support'],{'Clinical Decision Support': 0.6016968269910005}
https://apcp.assembly.ca.gov/system/files/2025-05/background-paper-genai-in-health-care-joint-asm-health-privacy-hearing-5.28.pdf,"['Clinical Documentation AI', 'Operational and Administrative Automation', 'Patient-facing AI', 'Education and Training AI', 'Research and Clinical Trial AI', 'Public Health AI', 'Medical Imaging AI', 'Robotics and Surgical AI', 'Clinical Decision Support', 'Predictive Analytics']","{'Clinical Documentation AI': 0.6576560569608456, 'Operational and Administrative Automation': 0.6365982924962252, 'Patient-facing AI': 0.6248132116016772, 'Education and Training AI': 0.6285897355284618, 'Research and Clinical Trial AI': 0.6444493349448633, 'Public Health AI': 0.6177138209509108, 'Medical Imaging AI': 0.6409130704505641, 'Robotics and Surgical AI': 0.6763225408575899, 'Clinical Decision Support': 0.673022793772215, 'Predictive Analytics': 0.6401819948983394}"
https://portal.ct.gov/-/media/sde/board/position_statement_cell_phone_use.pdf,[],{}
https://dhss.delaware.gov/wp-content/uploads/sites/10/dph/pdf/dphacc2007.pdf,[],{}
https://dhr.delaware.gov/benefits/sebc/documents/sub-comm-2020/0109-cerner-presentation.pdf,[],{}
https://dhss.delaware.gov/wp-content/uploads/sites/10/dph/pdf/2009ruralmentalhealthassessment.pdf,[],{}
https://dhss.delaware.gov/wp-content/uploads/sites/10/dph/pdf/demsocreport2017.pdf,[],{}
https://dhss.delaware.gov/wp-content/uploads/sites/10/dph/pdf/dphacc2008.pdf,[],{}
https://dvcc.delaware.gov/wp-content/uploads/sites/87/2021/03/2021_DVCC_DV_Manual_for_HCPs_FINAL_03.09.2021.pdf,[],{}
https://ahca.myflorida.com/content/download/22410/file/FL_2021-2022_EQR-TR_Report.pdf,[],{}
https://ahca.myflorida.com/content/download/7238/file/Ambulatory_Surgical_Center_ST_M.pdf,[],{}
https://ahca.myflorida.com/content/download/24675/file/MED180%20D50%20MMA%20Summative%20Report%20FINAL.pdf,[],{}
https://ahca.myflorida.com/Medicaid/pdffiles/provider_alerts/2020_03/Medicaid_Telemedicine_Guidance_20200318.pdf,[],{}
https://ahca.myflorida.com/content/download/10499/file/SCHIP_MeetingPacket061621.pdf,[],{}
https://ahca.myflorida.com/content/download/25735/file/2023-24%20Annual%20Fraud%20and%20Abuse%20Final%2001%2017%202025.pdf,[],{}
"https://ahca.myflorida.com/content/download/24421/file/The%20Joseph%20L.%20Morse%20Health%20Center,%20Inc.%20-%20Redacted.pdf",[],{}
https://ahca.myflorida.com/content/download/20154/file/Florida_Woman_Care_and_Lucina_Analytics-Medicaid_RFI_014-2122_Response.pdf,[],{}
https://dch.georgia.gov/sites/dch.georgia.gov/files/PHCP-InitialLicensurePacket-3-21-16.pdf,[],{}
https://www.mmis.georgia.gov/portal/Portals/0/StaticContent/Public/ALL/NOTICES/New%20Biller-Web%20Portal%20Navigation%202023%20Webinar%20PresentationFINALFINAL%2020230112173143.pdf,[],{}
https://dch.georgia.gov/sites/dch.georgia.gov/files/ADC-InitialLicensurePacket-1-15-15_0.pdf,[],{}
https://health.hawaii.gov/dcab/files/2018/07/Kauai-2018.pdf,[],{}
https://health.hawaii.gov/dcab/files/2019/07/Travler-Tips-Maui-and-Molokai-2019-07-web.pdf,[],{}
https://health.hawaii.gov/dcab/files/2017/06/Maui-8x11.pdf,[],{}
https://legislature.idaho.gov/wp-content/uploads/sessioninfo/2024/interim/241115_aiwg_03_HERRING_Presentation%20to%20Idaho%20AI%20WG.pdf,[],{}
https://dopl.idaho.gov/wp-content/uploads/2025/06/2025-June-BOM-newsletter.pdf,"['Clinical Documentation AI', 'Operational and Administrative Automation', 'Patient-facing AI', 'Robotics and Surgical AI', 'Education and Training AI', 'Research and Clinical Trial AI', 'Predictive Analytics', 'Public Health AI', 'Clinical Decision Support']","{'Clinical Documentation AI': 0.635746586197705, 'Operational and Administrative Automation': 0.6283989355579156, 'Patient-facing AI': 0.6175562857688405, 'Robotics and Surgical AI': 0.6455988960379548, 'Education and Training AI': 0.6412552354294931, 'Research and Clinical Trial AI': 0.6076401607185997, 'Predictive Analytics': 0.6417395183217638, 'Public Health AI': 0.6820488958452563, 'Clinical Decision Support': 0.6777801849466495}"
https://veterans.idaho.gov/wp-content/uploads/2024/05/2024-MAY-Bulletin.pdf,[],{}
https://www.chfs.ky.gov/agencies/os/oats/polstand/080101AIGen%20AI.pdf,[],{}
https://mgaleg.maryland.gov/cmte_testimony/2025/fin/29604_03262025_92242-987.pdf,[],{}
https://mgaleg.maryland.gov/cmte_testimony/2025/hgo/1j4iZpX3Ve6-I1rNwbJGBSgJV2LOs03sD.pdf,['Clinical Documentation AI'],{'Clinical Documentation AI': 0.6294705136582064}
https://mgaleg.maryland.gov/2025RS/fnotes/bil_0000/hb0820.pdf,[],{}
https://mgaleg.maryland.gov/cmte_testimony/2025/fin/1GRIaGO_kWSq1rEV21eAeK6WPYNZggVvC.pdf,[],{}
https://mgaleg.maryland.gov/2025RS/bills/hb/hb0820F.pdf,[],{}
https://ag.ny.gov/sites/default/files/reports/oag-aisymposiumreport.pdf,"['Education and Training AI', 'Public Health AI', 'Medical Imaging AI', 'Research and Clinical Trial AI', 'Clinical Decision Support', 'Clinical Documentation AI', 'Operational and Administrative Automation', 'Patient-facing AI']","{'Education and Training AI': 0.6352408513952318, 'Public Health AI': 0.6288650628504875, 'Medical Imaging AI': 0.7018705893473612, 'Research and Clinical Trial AI': 0.6069552510859725, 'Clinical Decision Support': 0.605407624348687, 'Clinical Documentation AI': 0.6889585868071642, 'Operational and Administrative Automation': 0.6691586457507606, 'Patient-facing AI': 0.6632672812624114}"
https://info.nystateofhealth.ny.gov/sites/default/files/NYSOH%20Health%20Equity%20Portfolio.pdf,[],{}
https://ahea.assembly.ca.gov/system/files/2025-05/background_paper_genai_in_health_care_joint_asm_health_privacy_hearing_5.28.pdf,"['Clinical Documentation AI', 'Operational and Administrative Automation', 'Patient-facing AI', 'Education and Training AI', 'Research and Clinical Trial AI', 'Public Health AI', 'Medical Imaging AI', 'Robotics and Surgical AI', 'Clinical Decision Support', 'Predictive Analytics']","{'Clinical Documentation AI': 0.6576640979928268, 'Operational and Administrative Automation': 0.6365982924962252, 'Patient-facing AI': 0.6248184790133265, 'Education and Training AI': 0.6286042399311287, 'Research and Clinical Trial AI': 0.6444493349448633, 'Public Health AI': 0.6177206075291033, 'Medical Imaging AI': 0.6409711644363412, 'Robotics and Surgical AI': 0.6763225408575899, 'Clinical Decision Support': 0.673022793772215, 'Predictive Analytics': 0.6401819948983394}"
https://mgaleg.maryland.gov/cmte_testimony/2025/fin/1xemGZLy9scMGuYG3fvyo0YGSzLoOo5j1.pdf,[],{}
https://www.health.ny.gov/health_care/medicaid/ebbrac/meetings/2024/docs/policy_brief_rpt.pdf,[],{}
https://www.peba.sc.gov/sites/default/files/hcp_materials_march2025.pdf,[],{}
https://www.capitol.tn.gov/Bills/114/Bill/SB1261.pdf,[],{}
https://www.house.texas.gov/pdfs/committees/reports/interim/88interim/House-Select-Committee-on-Artificial-Intelligence-and-Emerging-Technologies-Interim-Report-2024.pdf,"['Clinical Documentation AI', 'Medical Imaging AI', 'Operational and Administrative Automation', 'Patient-facing AI', 'Robotics and Surgical AI', 'Research and Clinical Trial AI', 'Public Health AI', 'Education and Training AI']","{'Clinical Documentation AI': 0.6052067327004121, 'Medical Imaging AI': 0.6313969300872023, 'Operational and Administrative Automation': 0.6534858915637384, 'Patient-facing AI': 0.6225878857140619, 'Robotics and Surgical AI': 0.628901920186786, 'Research and Clinical Trial AI': 0.6220887986148838, 'Public Health AI': 0.6015480553159421, 'Education and Training AI': 0.6274618666303888}"
https://tsbde.texas.gov/78i8ljhbj/ADA-Use-of-AI-in-Dentistry.pdf,"['Clinical Decision Support', 'Medical Imaging AI']","{'Clinical Decision Support': 0.6029059697831114, 'Medical Imaging AI': 0.6253548561060767}"
https://ai.utah.gov/wp-content/uploads/Best-Practices-Mental-Health-Therapists.pdf,"['Clinical Documentation AI', 'Patient-facing AI', 'Education and Training AI', 'Medical Imaging AI', 'Operational and Administrative Automation', 'Clinical Decision Support']","{'Clinical Documentation AI': 0.6340475804527858, 'Patient-facing AI': 0.6178480800199107, 'Education and Training AI': 0.6377118462392164, 'Medical Imaging AI': 0.6160554665909774, 'Operational and Administrative Automation': 0.6191636052561187, 'Clinical Decision Support': 0.6021425868908471}"
https://mentalhealth.vermont.gov/sites/mentalhealth/files/ConfPres/Practical%20and%20Ethical%20Use%20of%20AI%20Maelisa%20McCaffrey.pdf,"['Patient-facing AI', 'Clinical Documentation AI']","{'Patient-facing AI': 0.6390110108023828, 'Clinical Documentation AI': 0.6338301441930739}"
https://ago.vermont.gov/sites/ago/files/2024-03/Apple%20Complaint%20--%20filed%2C%20stamped.pdf,[],{}
https://gmcboard.vermont.gov/sites/gmcb/files/Sola%20Quote.pdf,[],{}
https://lawfilesext.leg.wa.gov/biennium/2025-26/Pdf/Bills/Senate%20Bills/5395.pdf,[],{}
https://wmc.wa.gov/sites/default/files/public/Newsletter/2024Spring/WMCUpdateSpring2024.pdf,"['Operational and Administrative Automation', 'Research and Clinical Trial AI', 'Clinical Decision Support', 'Clinical Documentation AI', 'Medical Imaging AI', 'Patient-facing AI', 'Predictive Analytics', 'Public Health AI', 'Education and Training AI']","{'Operational and Administrative Automation': 0.6434252344178429, 'Research and Clinical Trial AI': 0.6276430614045493, 'Clinical Decision Support': 0.6570551874623892, 'Clinical Documentation AI': 0.6461041420186133, 'Medical Imaging AI': 0.6896705451954298, 'Patient-facing AI': 0.6381222199387055, 'Predictive Analytics': 0.6243919861725531, 'Public Health AI': 0.6383151798391946, 'Education and Training AI': 0.6134062912107802}"
https://watech.wa.gov/sites/default/files/2025-01/EO%2024-01%20Risk%20Guidance_Final.pdf,"['Clinical Documentation AI', 'Medical Imaging AI']","{'Clinical Documentation AI': 0.614698672241252, 'Medical Imaging AI': 0.6232235641083559}"
https://wmc.wa.gov/sites/default/files/public/Newsletter/2024Spring/5.Equity_Spring2024.pdf,"['Clinical Decision Support', 'Clinical Documentation AI', 'Operational and Administrative Automation', 'Patient-facing AI', 'Robotics and Surgical AI', 'Education and Training AI', 'Medical Imaging AI', 'Research and Clinical Trial AI', 'Predictive Analytics', 'Public Health AI']","{'Clinical Decision Support': 0.6448127147585475, 'Clinical Documentation AI': 0.6346430465406815, 'Operational and Administrative Automation': 0.6358633271492193, 'Patient-facing AI': 0.6375566955502113, 'Robotics and Surgical AI': 0.6169601959930663, 'Education and Training AI': 0.6250210703440312, 'Medical Imaging AI': 0.7100626579330366, 'Research and Clinical Trial AI': 0.6269011419289638, 'Predictive Analytics': 0.6048844200492908, 'Public Health AI': 0.6277075755231308}"
https://lpnboard.wv.gov/executivedirector/PublishingImages/Pages/default/NCSBN%20Artificial%20Intelligence%20handout_2022DCM_avandergaag.pdf,"['Education and Training AI', 'Research and Clinical Trial AI', 'Medical Imaging AI', 'Patient-facing AI']","{'Education and Training AI': 0.6254945864961517, 'Research and Clinical Trial AI': 0.6115978142062706, 'Medical Imaging AI': 0.6123407989625324, 'Patient-facing AI': 0.6016808002256375}"
https://dhhr.wv.gov/bms/BMSPUB/Documents/Quarter12024ProviderNewsletterFinal.pdf,[],{}
https://dhhr.wv.gov/bms/Provider/EHR/Documents/CMS%20SMHP%202020.pdf,[],{}
https://legis.wisconsin.gov/senate/28/bradley/media/5h3bvbnm/staff-brief.pdf,['Public Health AI'],{'Public Health AI': 0.6087345160596564}
https://www.dhs.wisconsin.gov/non-dhs/dph/heart-month-cdpp-partner-presentation-jan-2025.pdf,[],{}
https://www.biodiritto.org/ocmultibinary/download/4423/51767/1/de2e645d6bce65ab0e013e3208a22727/file/EPRS_STU%282022%29729512_EN.pdf,"['Public Health AI', 'Operational and Administrative Automation', 'Patient-facing AI', 'Education and Training AI', 'Robotics and Surgical AI', 'Research and Clinical Trial AI', 'Clinical Decision Support', 'Clinical Documentation AI', 'Medical Imaging AI', 'Predictive Analytics']","{'Public Health AI': 0.6360023124786379, 'Operational and Administrative Automation': 0.6511349352272953, 'Patient-facing AI': 0.6359573836105615, 'Education and Training AI': 0.6162668352440817, 'Robotics and Surgical AI': 0.6105361963527469, 'Research and Clinical Trial AI': 0.6377036689249284, 'Clinical Decision Support': 0.6121375026781146, 'Clinical Documentation AI': 0.6272836258887493, 'Medical Imaging AI': 0.642903769194863, 'Predictive Analytics': 0.6393917293586089}"
https://www.fsmb.org/siteassets/advocacy/policies/incorporation-of-ai-into-practice.pdf,"['Clinical Decision Support', 'Operational and Administrative Automation', 'Education and Training AI', 'Patient-facing AI', 'Clinical Documentation AI', 'Medical Imaging AI', 'Research and Clinical Trial AI', 'Public Health AI']","{'Clinical Decision Support': 0.6161899724354754, 'Operational and Administrative Automation': 0.634990255829673, 'Education and Training AI': 0.6382745117993562, 'Patient-facing AI': 0.6081605829377891, 'Clinical Documentation AI': 0.6472691442613488, 'Medical Imaging AI': 0.6011861658302821, 'Research and Clinical Trial AI': 0.6210111314230715, 'Public Health AI': 0.647182432438432}"
https://www.ama-assn.org/system/files/physician-ai-sentiment-report.pdf,"['Patient-facing AI', 'Clinical Documentation AI']","{'Patient-facing AI': 0.6275714378831933, 'Clinical Documentation AI': 0.6169124579308682}"
https://www.aclu.org/sites/default/files/field_document/algo_health_white_paper_draft_final_v4.pdf,"['Patient-facing AI', 'Research and Clinical Trial AI']","{'Patient-facing AI': 0.6143599186602493, 'Research and Clinical Trial AI': 0.6030899431115873}"
https://www.ama-assn.org/system/files/ama-ai-principles.pdf,"['Education and Training AI', 'Operational and Administrative Automation', 'Robotics and Surgical AI', 'Public Health AI', 'Clinical Documentation AI', 'Clinical Decision Support', 'Research and Clinical Trial AI']","{'Education and Training AI': 0.6284982385890019, 'Operational and Administrative Automation': 0.635630998828724, 'Robotics and Surgical AI': 0.6186825058623012, 'Public Health AI': 0.6034604384543244, 'Clinical Documentation AI': 0.6360930805921299, 'Clinical Decision Support': 0.65678186563358, 'Research and Clinical Trial AI': 0.6043910977767166}"
https://www.chcf.org/wp-content/uploads/2024/04/ExaminingAIandHealthCare.pdf,"['Public Health AI', 'Operational and Administrative Automation', 'Education and Training AI', 'Research and Clinical Trial AI', 'Clinical Documentation AI', 'Patient-facing AI', 'Clinical Decision Support']","{'Public Health AI': 0.6728968560665523, 'Operational and Administrative Automation': 0.6509578778264106, 'Education and Training AI': 0.628966121801782, 'Research and Clinical Trial AI': 0.6257501825586181, 'Clinical Documentation AI': 0.6412985960716586, 'Patient-facing AI': 0.6461312304088364, 'Clinical Decision Support': 0.6047819969861853}"
https://pdfs.semanticscholar.org/bc04/b9be191a02831f46858e7689c16cfb0ddeca.pdf,['Education and Training AI'],{'Education and Training AI': 0.6589852935089385}
https://protectpatientsnow.org/wp-content/uploads/2024/02/nejmhle2308901-1.pdf,[],{}
https://pathologyinnovationcc.org/s/P_nejmp2304993.pdf,['Education and Training AI'],{'Education and Training AI': 0.6459135088874925}
https://hai.stanford.edu/assets/files/2024-02/Facilitating-Responsible-Governance-Healthcare-AI.pdf,[],{}
https://online.yale.edu/sites/default/files/2024-10/YaleCertificateProgramInMedicalSoftwareAndMedicalAI.pdf,['Medical Imaging AI'],{'Medical Imaging AI': 0.6114679118643371}
https://healthpolicy.duke.edu/sites/default/files/2019-11/dukemargolisaienableddxss.pdf,"['Clinical Decision Support', 'Medical Imaging AI', 'Predictive Analytics', 'Clinical Documentation AI', 'Operational and Administrative Automation', 'Patient-facing AI', 'Education and Training AI', 'Research and Clinical Trial AI']","{'Clinical Decision Support': 0.6444535140039773, 'Medical Imaging AI': 0.6440720215492858, 'Predictive Analytics': 0.6383274868142816, 'Clinical Documentation AI': 0.6292167504647487, 'Operational and Administrative Automation': 0.6315819256063726, 'Patient-facing AI': 0.6340925488942651, 'Education and Training AI': 0.6256033104824194, 'Research and Clinical Trial AI': 0.607239336907975}"
https://dho.stanford.edu/wp-content/uploads/FDA.pdf,"['Patient-facing AI', 'Research and Clinical Trial AI']","{'Patient-facing AI': 0.6102391681606666, 'Research and Clinical Trial AI': 0.6348216331133015}"
https://static1.squarespace.com/static/603ab50ab81d5532a0a4a42b/t/64ee0fca5901b07239942211/1693323210917/EPRS_STU%282022%29729512_EN.pdf,"['Public Health AI', 'Operational and Administrative Automation', 'Patient-facing AI', 'Education and Training AI', 'Robotics and Surgical AI', 'Research and Clinical Trial AI', 'Clinical Decision Support', 'Clinical Documentation AI', 'Medical Imaging AI', 'Predictive Analytics']","{'Public Health AI': 0.6360023124786379, 'Operational and Administrative Automation': 0.6511349352272953, 'Patient-facing AI': 0.6359573836105615, 'Education and Training AI': 0.6162668352440817, 'Robotics and Surgical AI': 0.6105361963527469, 'Research and Clinical Trial AI': 0.6377036689249284, 'Clinical Decision Support': 0.6121375026781146, 'Clinical Documentation AI': 0.6272836258887493, 'Medical Imaging AI': 0.642903769194863, 'Predictive Analytics': 0.6393917293586089}"
https://www.cov.com/-/media/files/corporate/publications/2023/12/ai-brings-new-insurance-concerns-for-healthcare-providers.pdf,"['Medical Imaging AI', 'Operational and Administrative Automation', 'Patient-facing AI', 'Robotics and Surgical AI']","{'Medical Imaging AI': 0.6548051749890488, 'Operational and Administrative Automation': 0.6122665113207038, 'Patient-facing AI': 0.6237789611405499, 'Robotics and Surgical AI': 0.6337398469986497}"
https://triangle-octagon-8fxh.squarespace.com/s/R_1708961959366.pdf,"['Education and Training AI', 'Medical Imaging AI', 'Patient-facing AI', 'Public Health AI', 'Clinical Documentation AI', 'Research and Clinical Trial AI', 'Predictive Analytics', 'Clinical Decision Support', 'Robotics and Surgical AI', 'Operational and Administrative Automation']","{'Education and Training AI': 0.6173334879051467, 'Medical Imaging AI': 0.6330571079254896, 'Patient-facing AI': 0.6342592671130998, 'Public Health AI': 0.6102575117156217, 'Clinical Documentation AI': 0.6376115158935141, 'Research and Clinical Trial AI': 0.6349343339285723, 'Predictive Analytics': 0.6353029260297005, 'Clinical Decision Support': 0.6365043841637954, 'Robotics and Surgical AI': 0.6302920862476248, 'Operational and Administrative Automation': 0.688471546216664}"
https://fsi9-prod.s3.us-west-1.amazonaws.com/s3fs-public/2024-02/mello_senate_testimony-ai_healthcare.pdf,[],{}
https://content.govdelivery.com/attachments/USFDA/2024/03/15/file_attachments/2815628/omp_aimedicalproducts_final_240313%20%281%29.pdf,[],{}
https://www.ahima.org/media/twjmtnq4/2024-artificial-intelligence-regulatory-resource-guide-axs.pdf,['Clinical Decision Support'],{'Clinical Decision Support': 0.6395285086299205}
https://www.ahima.org/media/b4fjlwbq/ahima-response-to-rep-bera-rfi_the-state-of-artificial-intelligence-in-health-care.pdf,"['Operational and Administrative Automation', 'Clinical Documentation AI']","{'Operational and Administrative Automation': 0.6331888672426549, 'Clinical Documentation AI': 0.6149676394577848}"
https://www.ahima.org/media/dp4jjue0/faq-ocr-anti-discrimination-final-rule-v2-final.pdf,['Clinical Decision Support'],{'Clinical Decision Support': 0.6325090428701705}
https://www.ahima.org/media/uzqnxgj0/2025-advocacy-agenda_final.pdf,['Education and Training AI'],{'Education and Training AI': 0.6131389971465181}
https://www.ahima.org/media/3a3axqt1/evolution_of_coding_whitepaper_agshealth_ada.pdf,[],{}
https://www.ahima.org/media/hxbdw0h5/ahima-cip-codes-nomination-letter-draft.pdf,"['Operational and Administrative Automation', 'Education and Training AI']","{'Operational and Administrative Automation': 0.617691234668209, 'Education and Training AI': 0.6323086986456985}"
https://www.ahima.org/media/wnriy4bp/ahima-letter-to-congressional-leadership.pdf,"['Operational and Administrative Automation', 'Education and Training AI', 'Clinical Documentation AI']","{'Operational and Administrative Automation': 0.6303558687750153, 'Education and Training AI': 0.6922874928204344, 'Clinical Documentation AI': 0.6113988499426419}"
https://www.ahima.org/media/0dqk1sms/joint-industry-letter-cures-2_0-rfi-response.pdf,[],{}
