URL,AI Applications,Similarity Scores
https://tsbde.texas.gov/78i8ljhbj/ADA-Use-of-AI-in-Dentistry.pdf,"['Clinical Decision Support', 'Medical Imaging AI']","{'Clinical Decision Support': 0.6029059697831114, 'Medical Imaging AI': 0.6253548561060767}"
https://ai.utah.gov/wp-content/uploads/Best-Practices-Mental-Health-Therapists.pdf,"['Clinical Documentation AI', 'Patient-facing AI', 'Education and Training AI', 'Medical Imaging AI', 'Operational and Administrative Automation', 'Clinical Decision Support']","{'Clinical Documentation AI': 0.6340475804527858, 'Patient-facing AI': 0.6178480800199107, 'Education and Training AI': 0.6377118462392164, 'Medical Imaging AI': 0.6160554665909774, 'Operational and Administrative Automation': 0.6191636052561187, 'Clinical Decision Support': 0.6021425868908471}"
https://mentalhealth.vermont.gov/sites/mentalhealth/files/ConfPres/Practical%20and%20Ethical%20Use%20of%20AI%20Maelisa%20McCaffrey.pdf,"['Patient-facing AI', 'Clinical Documentation AI']","{'Patient-facing AI': 0.6390110108023828, 'Clinical Documentation AI': 0.6338301441930739}"
https://ago.vermont.gov/sites/ago/files/2024-03/Apple%20Complaint%20--%20filed%2C%20stamped.pdf,[],{}
https://gmcboard.vermont.gov/sites/gmcb/files/Sola%20Quote.pdf,[],{}
https://lawfilesext.leg.wa.gov/biennium/2025-26/Pdf/Bills/Senate%20Bills/5395.pdf,[],{}
https://wmc.wa.gov/sites/default/files/public/Newsletter/2024Spring/WMCUpdateSpring2024.pdf,"['Operational and Administrative Automation', 'Research and Clinical Trial AI', 'Clinical Decision Support', 'Clinical Documentation AI', 'Medical Imaging AI', 'Patient-facing AI', 'Predictive Analytics', 'Public Health AI', 'Education and Training AI']","{'Operational and Administrative Automation': 0.6434252344178429, 'Research and Clinical Trial AI': 0.6276430614045493, 'Clinical Decision Support': 0.6570551874623892, 'Clinical Documentation AI': 0.6461041420186133, 'Medical Imaging AI': 0.6896705451954298, 'Patient-facing AI': 0.6381222199387055, 'Predictive Analytics': 0.6243919861725531, 'Public Health AI': 0.6383151798391946, 'Education and Training AI': 0.6134062912107802}"
https://watech.wa.gov/sites/default/files/2025-01/EO%2024-01%20Risk%20Guidance_Final.pdf,"['Clinical Documentation AI', 'Medical Imaging AI']","{'Clinical Documentation AI': 0.614698672241252, 'Medical Imaging AI': 0.6232235641083559}"
https://wmc.wa.gov/sites/default/files/public/Newsletter/2024Spring/5.Equity_Spring2024.pdf,"['Clinical Decision Support', 'Clinical Documentation AI', 'Operational and Administrative Automation', 'Patient-facing AI', 'Robotics and Surgical AI', 'Education and Training AI', 'Medical Imaging AI', 'Research and Clinical Trial AI', 'Predictive Analytics', 'Public Health AI']","{'Clinical Decision Support': 0.6448127147585475, 'Clinical Documentation AI': 0.6346430465406815, 'Operational and Administrative Automation': 0.6358633271492193, 'Patient-facing AI': 0.6375566955502113, 'Robotics and Surgical AI': 0.6169601959930663, 'Education and Training AI': 0.6250210703440312, 'Medical Imaging AI': 0.7100626579330366, 'Research and Clinical Trial AI': 0.6269011419289638, 'Predictive Analytics': 0.6048844200492908, 'Public Health AI': 0.6277075755231308}"
https://lpnboard.wv.gov/executivedirector/PublishingImages/Pages/default/NCSBN%20Artificial%20Intelligence%20handout_2022DCM_avandergaag.pdf,"['Education and Training AI', 'Research and Clinical Trial AI', 'Medical Imaging AI', 'Patient-facing AI']","{'Education and Training AI': 0.6254945864961517, 'Research and Clinical Trial AI': 0.6115978142062706, 'Medical Imaging AI': 0.6123407989625324, 'Patient-facing AI': 0.6016808002256375}"
https://dhhr.wv.gov/bms/BMSPUB/Documents/Quarter12024ProviderNewsletterFinal.pdf,[],{}
https://dhhr.wv.gov/bms/Provider/EHR/Documents/CMS%20SMHP%202020.pdf,[],{}
https://legis.wisconsin.gov/senate/28/bradley/media/5h3bvbnm/staff-brief.pdf,['Public Health AI'],{'Public Health AI': 0.6087345160596564}
https://www.dhs.wisconsin.gov/non-dhs/dph/heart-month-cdpp-partner-presentation-jan-2025.pdf,[],{}
https://www.biodiritto.org/ocmultibinary/download/4423/51767/1/de2e645d6bce65ab0e013e3208a22727/file/EPRS_STU%282022%29729512_EN.pdf,"['Public Health AI', 'Operational and Administrative Automation', 'Patient-facing AI', 'Education and Training AI', 'Robotics and Surgical AI', 'Research and Clinical Trial AI', 'Clinical Decision Support', 'Clinical Documentation AI', 'Medical Imaging AI', 'Predictive Analytics']","{'Public Health AI': 0.6360023124786379, 'Operational and Administrative Automation': 0.6511349352272953, 'Patient-facing AI': 0.6359573836105615, 'Education and Training AI': 0.6162668352440817, 'Robotics and Surgical AI': 0.6105361963527469, 'Research and Clinical Trial AI': 0.6377036689249284, 'Clinical Decision Support': 0.6121375026781146, 'Clinical Documentation AI': 0.6272836258887493, 'Medical Imaging AI': 0.642903769194863, 'Predictive Analytics': 0.6393917293586089}"
https://www.fsmb.org/siteassets/advocacy/policies/incorporation-of-ai-into-practice.pdf,"['Clinical Decision Support', 'Operational and Administrative Automation', 'Education and Training AI', 'Patient-facing AI', 'Clinical Documentation AI', 'Medical Imaging AI', 'Research and Clinical Trial AI', 'Public Health AI']","{'Clinical Decision Support': 0.6161899724354754, 'Operational and Administrative Automation': 0.634990255829673, 'Education and Training AI': 0.6382745117993562, 'Patient-facing AI': 0.6081605829377891, 'Clinical Documentation AI': 0.6472691442613488, 'Medical Imaging AI': 0.6011861658302821, 'Research and Clinical Trial AI': 0.6210111314230715, 'Public Health AI': 0.647182432438432}"
https://www.ama-assn.org/system/files/physician-ai-sentiment-report.pdf,"['Patient-facing AI', 'Clinical Documentation AI']","{'Patient-facing AI': 0.6275714378831933, 'Clinical Documentation AI': 0.6169124579308682}"
https://www.aclu.org/sites/default/files/field_document/algo_health_white_paper_draft_final_v4.pdf,"['Patient-facing AI', 'Research and Clinical Trial AI']","{'Patient-facing AI': 0.6143599186602493, 'Research and Clinical Trial AI': 0.6030899431115873}"
https://www.ama-assn.org/system/files/ama-ai-principles.pdf,"['Education and Training AI', 'Operational and Administrative Automation', 'Robotics and Surgical AI', 'Public Health AI', 'Clinical Documentation AI', 'Clinical Decision Support', 'Research and Clinical Trial AI']","{'Education and Training AI': 0.6284982385890019, 'Operational and Administrative Automation': 0.635630998828724, 'Robotics and Surgical AI': 0.6186825058623012, 'Public Health AI': 0.6034604384543244, 'Clinical Documentation AI': 0.6360930805921299, 'Clinical Decision Support': 0.65678186563358, 'Research and Clinical Trial AI': 0.6043910977767166}"
https://www.chcf.org/wp-content/uploads/2024/04/ExaminingAIandHealthCare.pdf,"['Public Health AI', 'Operational and Administrative Automation', 'Education and Training AI', 'Research and Clinical Trial AI', 'Clinical Documentation AI', 'Patient-facing AI', 'Clinical Decision Support']","{'Public Health AI': 0.6728968560665523, 'Operational and Administrative Automation': 0.6509578778264106, 'Education and Training AI': 0.628966121801782, 'Research and Clinical Trial AI': 0.6257501825586181, 'Clinical Documentation AI': 0.6412985960716586, 'Patient-facing AI': 0.6461312304088364, 'Clinical Decision Support': 0.6047819969861853}"
