url,predicted_specialty
https://www.aim-ahead.net/media/hd3fws1l/dstc-resources-pptx.pdf,unclassified
https://www.aim-ahead.net/media/3cvd4x4g/pair-cohort-2-informational-webinar-shared.pdf,unclassified
https://www.aim-ahead.net/media/5q3hmb5b/webinar-4-slide-presentation.pdf,unclassified
https://aitaskforce.alabama.gov/wp-content/uploads/2025/03/GenAI-TaskForce-Report_Final_20250321-002.pdf,unclassified
https://medicaid.alabama.gov/documents/7.0_Providers/7.6_Manuals/7.8_PES_Manual_2-12-25.pdf,"surgery, Obstetrics_Gynecology, cardiology, nephrology, psychiatry"
https://agi.alabama.gov/hemp/wp-content/uploads/sites/11/2022/03/Medical-Cannabis-Act-2021-450.pdf,unclassified
https://doc.alabama.gov/docs/AdminRegs/AR410.pdf,unclassified
https://oag.ca.gov/system/files/attachments/press-docs/Legal%20Advisory%20-%20Application%20of%20Existing%20CA%20Laws%20to%20Artificial%20Intelligence.pdf,unclassified
https://www.insurance.ca.gov/0250-insurers/0500-legal-info/0200-regulations/HealthGuidance/upload/SB-1120-1-Guidance-Use-of-Artificial-Intelligence-Algorithms-and-Other-Software-Tools-in-Utilization-Management.pdf,unclassified
https://oag.ca.gov/system/files/attachments/press-docs/FINAL-%20Letter%20to%20Secretary%20Xavier%20Becerra%20and%20Dr.%20Tripathi%206-20-2023.pdf,unclassified
https://apcp.assembly.ca.gov/system/files/2025-04/ab-489-bonta-apcp-analysis_0.pdf,psychiatry
https://apcp.assembly.ca.gov/system/files/2024-04/ab-3030-calderon-apcp-analysis.pdf,unclassified
https://sjud.senate.ca.gov/system/files/2025-04/sb-503-weber-pierson-sjud-analysis.pdf,unclassified
https://apcp.assembly.ca.gov/system/files/2025-05/background-paper-genai-in-health-care-joint-asm-health-privacy-hearing-5.28.pdf,"psychiatry, neurology"
https://portal.ct.gov/-/media/sde/board/position_statement_cell_phone_use.pdf,psychiatry
https://dhss.delaware.gov/wp-content/uploads/sites/10/dph/pdf/dphacc2007.pdf,"pediatrics, oncology, infectious_diseases"
https://dhr.delaware.gov/benefits/sebc/documents/sub-comm-2020/0109-cerner-presentation.pdf,unclassified
https://dhss.delaware.gov/wp-content/uploads/sites/10/dph/pdf/demsocreport2017.pdf,unclassified
https://dhss.delaware.gov/wp-content/uploads/sites/10/dph/pdf/dphacc2008.pdf,oncology
https://dvcc.delaware.gov/wp-content/uploads/sites/87/2021/03/2021_DVCC_DV_Manual_for_HCPs_FINAL_03.09.2021.pdf,"Obstetrics_Gynecology, psychiatry, neurology"
https://ahca.myflorida.com/content/download/22410/file/FL_2021-2022_EQR-TR_Report.pdf,"Obstetrics_Gynecology, oncology, endocrinology, pulmonology, psychiatry, pediatrics, infectious_diseases"
https://ahca.myflorida.com/content/download/7238/file/Ambulatory_Surgical_Center_ST_M.pdf,"surgery, pediatrics"
https://ahca.myflorida.com/content/download/24675/file/MED180%20D50%20MMA%20Summative%20Report%20FINAL.pdf,"Obstetrics_Gynecology, oncology, endocrinology, psychiatry"
https://ahca.myflorida.com/Medicaid/pdffiles/provider_alerts/2020_03/Medicaid_Telemedicine_Guidance_20200318.pdf,unclassified
https://ahca.myflorida.com/content/download/10499/file/SCHIP_MeetingPacket061621.pdf,unclassified
https://ahca.myflorida.com/content/download/25735/file/2023-24%20Annual%20Fraud%20and%20Abuse%20Final%2001%2017%202025.pdf,psychiatry
"https://ahca.myflorida.com/content/download/24421/file/The%20Joseph%20L.%20Morse%20Health%20Center,%20Inc.%20-%20Redacted.pdf",neurology
https://ahca.myflorida.com/content/download/20154/file/Florida_Woman_Care_and_Lucina_Analytics-Medicaid_RFI_014-2122_Response.pdf,unclassified
https://dch.georgia.gov/sites/dch.georgia.gov/files/PHCP-InitialLicensurePacket-3-21-16.pdf,unclassified
https://www.mmis.georgia.gov/portal/Portals/0/StaticContent/Public/ALL/NOTICES/New%20Biller-Web%20Portal%20Navigation%202023%20Webinar%20PresentationFINALFINAL%2020230112173143.pdf,unclassified
https://dch.georgia.gov/sites/dch.georgia.gov/files/ADC-InitialLicensurePacket-1-15-15_0.pdf,unclassified
https://legislature.idaho.gov/wp-content/uploads/sessioninfo/2024/interim/241115_aiwg_03_HERRING_Presentation%20to%20Idaho%20AI%20WG.pdf,unclassified
https://dopl.idaho.gov/wp-content/uploads/2025/06/2025-June-BOM-newsletter.pdf,surgery
https://veterans.idaho.gov/wp-content/uploads/2024/05/2024-MAY-Bulletin.pdf,unclassified
https://www.chfs.ky.gov/agencies/os/oats/polstand/080101AIGen%20AI.pdf,unclassified
https://mgaleg.maryland.gov/cmte_testimony/2025/fin/29604_03262025_92242-987.pdf,unclassified
https://mgaleg.maryland.gov/cmte_testimony/2025/hgo/1j4iZpX3Ve6-I1rNwbJGBSgJV2LOs03sD.pdf,unclassified
https://mgaleg.maryland.gov/2025RS/fnotes/bil_0000/hb0820.pdf,unclassified
https://mgaleg.maryland.gov/cmte_testimony/2025/fin/1GRIaGO_kWSq1rEV21eAeK6WPYNZggVvC.pdf,unclassified
https://mgaleg.maryland.gov/2025RS/bills/hb/hb0820F.pdf,unclassified
https://ag.ny.gov/sites/default/files/reports/oag-aisymposiumreport.pdf,unclassified
https://info.nystateofhealth.ny.gov/sites/default/files/NYSOH%20Health%20Equity%20Portfolio.pdf,"Obstetrics_Gynecology, psychiatry"
https://ahea.assembly.ca.gov/system/files/2025-05/background_paper_genai_in_health_care_joint_asm_health_privacy_hearing_5.28.pdf,"psychiatry, neurology"
https://mgaleg.maryland.gov/cmte_testimony/2025/fin/1xemGZLy9scMGuYG3fvyo0YGSzLoOo5j1.pdf,unclassified
https://www.health.ny.gov/health_care/medicaid/ebbrac/meetings/2024/docs/policy_brief_rpt.pdf,"endocrinology, psychiatry"
https://www.peba.sc.gov/sites/default/files/hcp_materials_march2025.pdf,endocrinology
https://www.capitol.tn.gov/Bills/114/Bill/SB1261.pdf,unclassified
https://www.tn.gov/content/dam/tn/health/documents/PH-3549.pdf,radiology
https://www.house.texas.gov/pdfs/committees/reports/interim/88interim/House-Select-Committee-on-Artificial-Intelligence-and-Emerging-Technologies-Interim-Report-2024.pdf,unclassified
https://tsbde.texas.gov/78i8ljhbj/ADA-Use-of-AI-in-Dentistry.pdf,radiology
https://ai.utah.gov/wp-content/uploads/Best-Practices-Mental-Health-Therapists.pdf,psychiatry
https://mentalhealth.vermont.gov/sites/mentalhealth/files/ConfPres/Practical%20and%20Ethical%20Use%20of%20AI%20Maelisa%20McCaffrey.pdf,psychiatry
https://ago.vermont.gov/sites/ago/files/2024-03/Apple%20Complaint%20--%20filed%2C%20stamped.pdf,unclassified
https://gmcboard.vermont.gov/sites/gmcb/files/Sola%20Quote.pdf,radiology
https://lawfilesext.leg.wa.gov/biennium/2025-26/Pdf/Bills/Senate%20Bills/5395.pdf,unclassified
https://wmc.wa.gov/sites/default/files/public/Newsletter/2024Spring/WMCUpdateSpring2024.pdf,"cardiology, endocrinology"
https://watech.wa.gov/sites/default/files/2025-01/EO%2024-01%20Risk%20Guidance_Final.pdf,unclassified
https://wmc.wa.gov/sites/default/files/public/Newsletter/2024Spring/5.Equity_Spring2024.pdf,unclassified
https://lpnboard.wv.gov/executivedirector/PublishingImages/Pages/default/NCSBN%20Artificial%20Intelligence%20handout_2022DCM_avandergaag.pdf,unclassified
https://dhhr.wv.gov/bms/BMSPUB/Documents/Quarter12024ProviderNewsletterFinal.pdf,unclassified
https://dhhr.wv.gov/bms/Provider/EHR/Documents/CMS%20SMHP%202020.pdf,radiology
https://legis.wisconsin.gov/senate/28/bradley/media/5h3bvbnm/staff-brief.pdf,unclassified
https://www.dhs.wisconsin.gov/non-dhs/dph/heart-month-cdpp-partner-presentation-jan-2025.pdf,cardiology
https://www.biodiritto.org/ocmultibinary/download/4423/51767/1/de2e645d6bce65ab0e013e3208a22727/file/EPRS_STU%282022%29729512_EN.pdf,"surgery, oncology, radiology, cardiology, pathology, gastroenterology, pulmonology, nephrology, psychiatry, neurology"
https://www.fsmb.org/siteassets/advocacy/policies/incorporation-of-ai-into-practice.pdf,unclassified
https://www.ama-assn.org/system/files/physician-ai-sentiment-report.pdf,unclassified
https://www.aclu.org/sites/default/files/field_document/algo_health_white_paper_draft_final_v4.pdf,unclassified
https://www.ama-assn.org/system/files/ama-ai-principles.pdf,unclassified
https://www.chcf.org/wp-content/uploads/2024/04/ExaminingAIandHealthCare.pdf,unclassified
https://pdfs.semanticscholar.org/bc04/b9be191a02831f46858e7689c16cfb0ddeca.pdf,"radiology, cardiology, pulmonology"
https://protectpatientsnow.org/wp-content/uploads/2024/02/nejmhle2308901-1.pdf,unclassified
https://pathologyinnovationcc.org/s/P_nejmp2304993.pdf,unclassified
https://hai.stanford.edu/assets/files/2024-02/Facilitating-Responsible-Governance-Healthcare-AI.pdf,unclassified
https://online.yale.edu/sites/default/files/2024-10/YaleCertificateProgramInMedicalSoftwareAndMedicalAI.pdf,radiology
https://healthpolicy.duke.edu/sites/default/files/2019-11/dukemargolisaienableddxss.pdf,cardiology
https://dho.stanford.edu/wp-content/uploads/FDA.pdf,pulmonology
https://static1.squarespace.com/static/603ab50ab81d5532a0a4a42b/t/64ee0fca5901b07239942211/1693323210917/EPRS_STU%282022%29729512_EN.pdf,"surgery, oncology, radiology, cardiology, pathology, gastroenterology, pulmonology, nephrology, psychiatry, neurology"
https://www.cov.com/-/media/files/corporate/publications/2023/12/ai-brings-new-insurance-concerns-for-healthcare-providers.pdf,unclassified
https://triangle-octagon-8fxh.squarespace.com/s/R_1708961959366.pdf,"radiology, cardiology, ophthalmology, neurology"
https://fsi9-prod.s3.us-west-1.amazonaws.com/s3fs-public/2024-02/mello_senate_testimony-ai_healthcare.pdf,unclassified
https://content.govdelivery.com/attachments/USFDA/2024/03/15/file_attachments/2815628/omp_aimedicalproducts_final_240313%20%281%29.pdf,unclassified
https://www.ahima.org/media/twjmtnq4/2024-artificial-intelligence-regulatory-resource-guide-axs.pdf,unclassified
https://www.ahima.org/media/b4fjlwbq/ahima-response-to-rep-bera-rfi_the-state-of-artificial-intelligence-in-health-care.pdf,unclassified
https://www.ahima.org/media/dp4jjue0/faq-ocr-anti-discrimination-final-rule-v2-final.pdf,unclassified
https://www.ahima.org/media/uzqnxgj0/2025-advocacy-agenda_final.pdf,unclassified
https://www.ahima.org/media/3a3axqt1/evolution_of_coding_whitepaper_agshealth_ada.pdf,unclassified
https://www.ahima.org/media/hxbdw0h5/ahima-cip-codes-nomination-letter-draft.pdf,unclassified
https://www.ahima.org/media/wnriy4bp/ahima-letter-to-congressional-leadership.pdf,unclassified
https://www.ahima.org/media/0dqk1sms/joint-industry-letter-cures-2_0-rfi-response.pdf,unclassified
https://www.ahima.org/media/hykh3n2k/2020-hiim-domains.pdf,unclassified
https://www.ama-assn.org/system/files/future-health-augmented-intelligence-health-care.pdf,"radiology, cardiology, ophthalmology, neurology"
https://www.ama-assn.org/system/files/issue-brief-ai-state-advocacy-policy-priorities.pdf,unclassified
https://www.ama-assn.org/system/files/ai-educator-guide.pdf,pediatrics
https://www.ama-assn.org/system/files/2019-01/augmented-intelligence-policy-report.pdf,unclassified
https://www.ama-assn.org/system/files/chatgpt-what-physicians-should-consider.pdf,unclassified
https://www.ama-assn.org/system/files/lozovatsky-insight-summit-presentation-slides.pdf,unclassified
https://www.ama-assn.org/system/files/i24-ipps-ed-session-ai-lightning-rounds-lozovatsky.pdf,unclassified
https://searchlf.ama-assn.org/letter/documentDownload?uri=/unstructured/binary/letter/LETTERS/lfscls.zip/2024-3-8-Letter-to-FSMB-Comments-Guidelines-Recommendations-on-AI-FINAL-002.pdf,unclassified
https://brand.amia.org/m/664b5e658f3a4a87/original/4-c-Final-AMIA-Factsheet_Responsible-AI-Integration-April-2024-1.pdf,unclassified
https://brand.amia.org/m/a88e9a52a3be72d/original/AMIA-Factsheet_Responsible-Use-of-AI-in-Healthcare.pdf,unclassified
https://brand.amia.org/m/2c9af1ce6b30ebd2/original/DDA-Finalist-2024-Sirui_Ding.pdf,"surgery, cardiology, gastroenterology, pulmonology, nephrology, infectious_diseases"
https://brand.amia.org/m/3416190c4ed987db/original/AMIA-DCI-AI-Policy-Brief.pdf,unclassified
https://brand.amia.org/m/157a583abcb20922/original/Xu-2024-election.pdf,unclassified
https://brand.amia.org/m/1e46ec873cb93f38/original/Resources-on-AI-Bias-Ep-30.pdf,unclassified
https://brand.amia.org/m/6952f38443f8661/original/Friends-of-ASTP_Senate-HELP-HHS-Budget-Hearing.pdf,unclassified
https://brand.amia.org/m/11e36a0494d4bc9a/original/AMIA-Public-Policy-Principles-2024-Final.pdf,unclassified
https://www.himss.org/sites/hde/files/media/file/2024/03/01/2023-himss-cybersecurity-survey-x.pdf,unclassified
https://gkc.himss.org/sites/hde/files/media/file/2024/01/31/ai-solutions-for-nurses-to-drive-efficiency-and-resilience.pdf,infectious_diseases
https://legacy.himss.org/sites/hde/files/media/file/2024/03/08/2023-regulatory-history-for-cds_final_4.pdf,cardiology
https://legacy.himss.org/sites/hde/files/media/file/2024/04/05/himss_article_iberiancommunity.pdf,unclassified
https://gkc.himss.org/sites/hde/files/media/file/2024/10/02/smc-davies-award-case-study-pressure-injury-management.pdf,unclassified
https://keystone.himss.org/sites/hde/files/media/file/2022/12/21/dhi-white-paper.pdf,radiology
https://gkc.himss.org/sites/hde/files/media/file/2023/09/27/dhage-report_2023_v6.pdf,unclassified
https://easterncanada.himss.org/sites/hde/files/2023-09/q2-thought-leadership-himss-on_0.pdf,unclassified
https://www.himss.org/sites/hde/files/handout-HA5_46.pdf,unclassified
https://newengland.himss.org/sites/hde/files/media/file/2023/08/11/stanford-medicine-himss-davies-2023-machine-learning-enabled-advance-care-planning-final.pdf,oncology
https://canadianprairies.himss.org/sites/hde/files/media/file/2022/12/21/dhi-white-paper.pdf,radiology
https://northernohio.himss.org/sites/hde/files/media/file/2022/12/01/himss_nurseinfocollaboration_wp.pdf,unclassified
https://greaterkansascity.himss.org/sites/hde/files/media/file/2024/07/10/sdoh_white-paper.pdf,infectious_diseases
https://greaterkansascity.himss.org/sites/hde/files/driving-change-blog-series-2-x.pdf,unclassified
https://www.aha.org/system/files/media/file/2019/11/Market_Insights_AI_Care_Delivery.pdf,unclassified
https://www.aha.org/system/files/media/file/2025/01/Market_Insights_AI_Report-2025.pdf,unclassified
https://www.aha.org/system/files/media/file/2024/05/aha-response-to-representative-bera-on-artificial-intelligence-in-the-health-care-sector-letter-5-6-2024.pdf,unclassified
https://www.aha.org/system/files/media/file/2019/09/Market_Insights_AI_Workforce_2.pdf,unclassified
https://www.aha.org/system/files/media/file/2019/05/05072019-ms-innovation.pdf,unclassified
https://www.aha.org/system/files/media/file/2023/02/Health-Industry-Cybersecurity-Artificial-Intelligence-Machine-Learning-1.pdf,infectious_diseases
https://www.aha.org/system/files/media/file/2019/09/Market_Insights_AI_Scenarios_0.pdf,unclassified
https://www.aha.org/system/files/media/file/2019/10/Market_Insights_AI-Landscape.pdf,unclassified
https://www.aha.org/system/files/media/file/2024/02/2024-Health-Care-Disruption-Outlook.pdf,unclassified
https://trustees.aha.org/system/files/media/file/2021/01/Martin_Top%2010%20Emerging%20Trends.pdf,unclassified
https://sponsor.aha.org/system/files/media/file/2020/01/aha-trendwatch-hospital-and-health-system-workforce-strategic-planning2_0.pdf,unclassified
https://pages.acr.org/rs/598-TRA-244/images/Evaluating%20AI%20Devices%20-%20Segui.pdf,radiology
https://pages.acr.org/rs/598-TRA-244/images/Evalutating%20AI%20Devices%20-%20Gallas.pdf,"oncology, radiology"
https://pages.acr.org/rs/598-TRA-244/images/Deploying%20AI%20into%20the%20Clinical%20Radiology%20Workflow%20-%20Judy.pdf,radiology
https://ailab.acr.org/doc/AI-LAB%20Reference%20Architecture%20Framework.pdf,radiology
https://www.ihi.org/sites/default/files/2024-05/Patient-Safety-AI_Considerations-for-GenAI-Developers.pdf,unclassified
https://www.ihi.org/sites/default/files/2024-05/Artificial-Intelligence-in-Health-Care-Implications-for-Safety.pdf,unclassified
https://www.ihi.org/sites/default/files/2024-05/Patient-Safety-AI_Considerations-for-Health-Care-Systems.pdf,unclassified
https://www.ihi.org/sites/default/files/2024-02/IHIInnovationReport_Machine-Learning-to-Improve-Safety-in-Home-for-Adults.pdf,unclassified
https://www.ihi.org/sites/default/files/2024-05/Patient-Safety-AI_Considerations-for-Regulators-Policymakers.pdf,unclassified
https://www.ihi.org/sites/default/files/2024-05/Patient-Safety-AI_Considerations-for-Clinicians.pdf,unclassified
https://www.ihi.org/sites/default/files/IHIAchievingHospitalWidePatientFlowWhitePaper.pdf,"surgery, psychiatry, ophthalmology, infectious_diseases"
https://www.ihi.org/sites/default/files/resources/tool/Transforming-Health-Care-Through-Innovative-Nurse-Led-Care-Delivery.pdf,unclassified
https://www.acep.org/siteassets/uploads/uploaded-files/acep/quality/avoidable-imaging-webinars/avoidable-imaging-initiative_nov.pdf,unclassified
https://www.acep.org/siteassets/sites/acep/media/administration/foem_patient.pdf,infectious_diseases
https://www.ruralhealth.us/getmedia/74e64bf7-f004-4daa-8a4f-d2c1cd43d1b9/09-16-20-NRHA-RHC-CAH-Conference-agenda.pdf,unclassified
https://www.ruralhealth.us/getmedia/b5799716-ba7a-4cf4-937d-efb2595d29c9/05-12-23-2023-AC-RHIS-agenda-FINAL.pdf,"Obstetrics_Gynecology, psychiatry"
https://ncvhs.hhs.gov/wp-content/uploads/2024/01/NCVHS-ICD-11-RFI-Responses-final.pdf,"Obstetrics_Gynecology, pulmonology, infectious_diseases"
https://aspe.hhs.gov/sites/default/files/documents/62d8a7a4d673e659b4c38086f43c7e49/PTAC-TCOC-Escan.pdf,"Obstetrics_Gynecology, oncology, cardiology, gastroenterology, endocrinology, psychiatry, neurology, infectious_diseases"
https://www.healthit.gov/sites/default/files/page/2021-09/ONC%20Training%20Data%20for%20ML_Implementation_Guide%20Project%20Overview.pdf,nephrology
https://www.healthit.gov/sites/default/files/onc_pghd_final_white_paper.pdf,"surgery, cardiology, endocrinology"
https://www.healthit.gov/sites/default/files/page/2021-01/GDHP-Benefits%20Realisation%20Sharing%20Insights.pdf,"endocrinology, psychiatry"
https://irp.nih.gov/system/files/media/file/2025-05/nih_artificial_intelligence_symposium_2025-05-16_program_booklet_v1.pdf,"surgery, oncology, radiology, cardiology, pathology, gastroenterology, endocrinology, pulmonology, nephrology, psychiatry, neurology, infectious_diseases"
https://seed.nih.gov/sites/default/files/2024-04/Regulatory-Knowledge-Guide-for-In-Vitro-Diagnostics.pdf,unclassified
https://www.ncbi.nlm.nih.gov/books/NBK602815/pdf/Bookshelf_NBK602815.pdf,"surgery, oncology, radiology, pathology, pulmonology, neurology, infectious_diseases"
https://www.ncbi.nlm.nih.gov/books/NBK606561/pdf/Bookshelf_NBK606561.pdf,"psychiatry, neurology"
https://www.nist.gov/system/files/documents/2019/06/06/nist-ai-rfi-ama-001.pdf,unclassified
http://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8433.pdf,unclassified
https://apcp.assembly.ca.gov/system/files/2025-04/ab-1018-bauer-kahan-apcp-analysis.pdf,unclassified
https://www.courts.wa.gov/subsite/mjc/docs/2019/AI_Now_2018_Report.pdf,unclassified
https://www.hca.wa.gov/assets/program/Director-final-topic-selection-2024.pdf,"surgery, Obstetrics_Gynecology, oncology, pathology, gastroenterology, endocrinology, nephrology, pediatrics, dermatology, neurology, infectious_diseases"
https://www.medrxiv.org/content/10.1101/2025.06.07.25329176v1.full.pdf,unclassified
https://pdfs.semanticscholar.org/8497/a2a1b8c1ad9726c0bfbff7880408106d61ce.pdf,"oncology, radiology, pathology"
https://milkeninstitute.org/sites/default/files/2022-03/Landscapes%20of%20Trust_FINAL.pdf,unclassified
https://people.cs.vt.edu/~aislingk/papers/jesso_FRONTIERS22.pdf,unclassified
https://www.hbs.edu/ris/Publication%20Files/DeFreitas%20-%20Nature%20Human%20Behavior%20-%20Psychological%20Barriers%20to%20AI_b802852e-5cfb-4dca-8e68-d45af0b7d818.pdf,unclassified
https://healthpolicy.duke.edu/sites/default/files/2020-09/Duke%20Greenwall%20White%20Paper%20September%202020.pdf,unclassified
https://www.stat.cmu.edu/~rfogliat/files/msr_study.pdf,"oncology, radiology, neurology"
https://digitalcollections.ohsu.edu/record/9957/files/Collins.Benjamin.2022.pdf,infectious_diseases
https://www.nature.com/articles/s41467-024-50952-3.pdf,dermatology
https://bmcmedethics.biomedcentral.com/counter/pdf/10.1186/s12910-022-00842-4.pdf,unclassified
https://www.jneurology.com/articles/enhancing-intracranial-aneurysm-detection-with-artificial-intelligence-in-radiology.pdf,radiology
https://nielsvanberkel.com/files/publications/dis2024a.pdf,"oncology, dermatology"
https://s3.ca-central-1.amazonaws.com/assets.jmir.org/assets/preprints/preprint-67485-submitted.pdf,radiology
https://themedicon.com/pdf/medicalsciences/MCMS-07-222.pdf,unclassified
https://journalofethics.ama-assn.org/sites/journalofethics.ama-assn.org/files/2019-01/joe-1902_0.pdf,"surgery, oncology, cardiology, pathology, psychiatry, neurology"
https://www.ama-assn.org/system/files/i23-clrpd-reports.pdf,unclassified
https://www.ama-assn.org/system/files/clrpd-report-generative-ai.pdf,unclassified
https://www.ama-assn.org/system/files/2019-08/ai-2019-board-report.pdf,unclassified
https://journalofethics.ama-assn.org/sites/joedb/files/2023-07/joe-2308_0.pdf,"surgery, oncology, cardiology, gastroenterology, pediatrics"
https://journalofethics.ama-assn.org/sites/journalofethics.ama-assn.org/files/2023-07/msoc2-peer-2308_0.pdf,surgery
https://www.himss.org/sites/hde/files/media/file/2023/08/11/stanford-medicine-himss-davies-2023-machine-learning-enabled-advance-care-planning-final.pdf,oncology
https://www.aha.org/system/files/media/file/2020/02/GEHC-Whitepaper_AutomatingRadiologyWorkflows.pdf,radiology
https://aspe.hhs.gov/sites/default/files/documents/81a8cb6b6ab60c70528c229dd42ef5f6/PTAC-Specialty-Integration-RTS.pdf,gastroenterology
https://aspe.hhs.gov/sites/default/files/documents/d1a5deb42621082b510268d253037d08/PTAC-TCOC-Escan-Suppl.pdf,"surgery, oncology, cardiology, gastroenterology, endocrinology, nephrology, neurology, infectious_diseases"
https://aspe.hhs.gov/sites/default/files/documents/c3430d539a1463924ddb515151759d38/PTAC-Jun-11-LS2-Slides.pdf,"oncology, nephrology"
https://aspe.hhs.gov/sites/default/files/documents/22d9fef79cf262e288ccbea67622e36a/PTAC-Mar-25-SME-Slides.pdf,oncology
https://www.healthit.gov/sites/default/files/topiclanding/2025-01/5.%20Organizational%20Responsibilities%20Final.pdf,unclassified
https://www.healthit.gov/sites/default/files/topiclanding/2025-01/4.%20High%20Priorities%20Final.pdf,unclassified
https://ecqi.healthit.gov/sites/default/files/dQMStrategicRoadmapExecSummarySlides_032022.pdf,unclassified
https://www.healthit.gov/sites/default/files/facas/2022-03-10-Irene_Dankwa-Mullan_Presentation_508.pdf,unclassified
https://repository.niddk.nih.gov/pdf/NIDDKCR_FAIR%20and%20AI-Ready%20Data%20Sharing%20Webinar_20250529.pdf,unclassified
https://www.ncbi.nlm.nih.gov/books/NBK595228/pdf/Bookshelf_NBK595228.pdf,"surgery, cardiology, psychiatry, infectious_diseases"
https://oir.nih.gov/system/files/media/file/2025-01/guidelines-conduct_research.pdf,"radiology, infectious_diseases"
https://irp.nih.gov/system/files/media/file/2025-05/v33i3_nih-catalyst_may-june-2025_20pages_final_lowres.pdf,"oncology, radiology, pathology, gastroenterology, endocrinology, pediatrics, ophthalmology, neurology"
https://www.imagwiki.nibib.nih.gov/sites/default/files/Standards_ANSI-CTA-2090_0.pdf,unclassified
https://digirepo.nlm.nih.gov/master/borndig/9918645975406676/9918645975406676.pdf,"psychiatry, infectious_diseases"
https://seed.nih.gov/sites/default/files/2023-09/Device-Regulatory-Case-Study-1.pdf,"radiology, gastroenterology"
https://www.ncbi.nlm.nih.gov/books/NBK586301/pdf/Bookshelf_NBK586301.pdf,"Obstetrics_Gynecology, oncology, radiology, pathology, infectious_diseases"
https://nvlpubs.nist.gov/nistpubs/ir/2023/NIST.IR.8432.ipd.pdf,pathology
https://www.cms.gov/files/document/hiig-august-2023-isc-speaker-slides.pdf,unclassified
https://www.cms.gov/files/document/improving-technology-empower-medicare-beneficiaries-rfi-qa-call-may-20th-2025.pdf,unclassified
https://www.cms.gov/files/document/hfpp-white-paper-exploring-fraud-waste-abuse-within-telehealth.pdf,infectious_diseases
https://mh.alabama.gov/wp-content/uploads/2023/07/10.-DDD-Operational-Guidelines-Manual-April-10-2023.pdf,"pulmonology, psychiatry, neurology, infectious_diseases"
https://bhsoac.ca.gov/wp-content/uploads/MHSOAC_FSP_Presentation_05232024.pdf,psychiatry
